fadE	fadR	fadI	fabB	fabR	fabA	fadJ	uspA	fadB	arcA	fadD	fadA	fadL	puuD	ydeA	puuR	rpsJ	betB	betI	betT	betA	ybdN	rplB	rplV	ackA	hybD	hybB	uvrA	hybE	lldP	lldR	lldD	appA	appB	appY	appC	yccB	hyaD	hyaA	hyaB	iscR	hyaF	hyaE	hyaC	narP	narL	napC	napG	napF	napB	napD	modE	napA	napH	ccmC	ccmE	ccmH	ccmF	flhC	ccmA	ccmB	flhD	ccmG	ccmD	nrfC	nrfD	nrfF	nrfE	nrfG	nrfA	nrfB	mdh	glpC	glpB	glpA	fliF	flgE	hdfR	gltK	ygbK	flgI	flgC	ppdB	fliI	recC	gltI	fliL	ycgR	flgJ	hybC	flhA	flgF	fliR	fliG	flhE	ppdA	fliP	flgM	fliO	fliE	flgA	ygdB	fliT	gltJ	flgB	fliM	fliN	ppdC	hybG	hybO	flhB	fliK	gltL	fliD	flgG	fliJ	flgH	fliQ	hybA	fliH	yhjH	flgN	fliS	flgD	hybF	glpR	ydhX	ydhT	oppF	ydhU	cydC	fdnI	cydD	glpD	ydhY	hydN	oppC	lrhA	fdnG	yecR	oppB	moeB	oppD	moeA	oppA	fdnH	qseB	ydhV	ydhW	ytfE	hcp	yeaR	hcr	fnr	fdhF	ubiA	ubiC	focA	nuoN	nuoI	nuoJ	norV	nuoH	dmsC	nuoM	dmsA	nuoB	nuoK	nuoE	nuoL	nuoC	dmsB	nuoF	norW	nuoG	nuoA	ynfG	iraM	dcuS	rpmC	rplC	rpsQ	dmsD	rpsS	rplW	tpx	ynfH	rplD	dcuC	ynfF	ynfE	rpsC	puuA	rplP	narX	fumB	pflB	frdD	dcuR	frdA
0.0838905	0.6316135	0.0426199	0.3931985	0.6377539	0.2666376	0.1388363	0.2562332	0.1725644	0.5010520	0.2231073	0.0019430	0.2785621	0.1134080	0.1481449	0.0473711	0.2417662	0.3970174	0.0930560	0.2052264	0.6593891	0.6215810	0.7629725	0.0544560	0.1325098	0.0802299	0.1188606	0.0421581	0.1950183	0.6584541	0.2922316	0.3275216	0.6317288	0.7281431	0.6921567	0.5659833	0.3736320	0.5035213	0.0896113	0.1881880	0.8050334	0.5213750	0.3896293	0.0835564	0.7353235	0.9034281	0.5882915	0.5904052	0.0633070	0.1203200	0.4885119	0.5504004	0.0252891	0.2726965	0.7199923	0.0887586	0.5406253	0.5654198	0.5207368	0.5837886	0.7013500	0.6339416	0.5369368	0.5870194	0.6890405	0.5227314	0.7083097	0.3606029	0.2859231	0.5940806	0.7127615	0.1358141	0.6107409	0.1087306	0.3969354	0.5247708	0.6142204	0.7408154	0.5879355	0.7266933	0.7932730	0.2462384	0.7863988	0.6537827	0.8201429	0.5960517	0.0949512	0.6354874	0.6124541	0.2686696	0.6578256	0.5060001	0.2459613	0.5074299	0.3925676	0.6006084	0.5474957	0.5850920	0.3985836	0.4137226	0.3838008	0.3652194	0.3717678	0.6733496	0.3031970	0.1178504	0.3936479	0.7069029	0.0530246	0.1980324	0.3493297	0.5847690	0.5695495	0.4080881	0.6112804	0.1747239	0.6493883	0.3501446	0.0065232	0.2403030	0.6567691	0.5830512	0.8619688	0.2470165	0.0109514	0.6410800	0.1775773	0.6641600	0.1474158	0.4764578	0.3907973	0.1637056	0.7582641	0.2464438	0.1206177	0.7213732	0.2902685	0.7717757	0.3835583	0.6305014	0.0302959	0.5814092	0.0306947	0.3372016	0.3938843	0.7331453	0.5967229	0.2395076	0.0305122	0.0001857	0.7017490	0.6925934	0.3181758	0.2754816	0.5513053	0.0000990	0.0022437	0.5542448	0.2945703	0.3147567	0.6127681	0.3283619	0.5608776	0.1447274	0.6958022	0.0413797	0.6098025	0.5189394	0.2561158	0.5863054	0.1827651	0.0382393	0.5579930	0.3064191	0.3657307	0.6367389	0.2362073	0.4235472	0.0959186	0.1107457	0.0518006	0.2212885	0.0393482	0.1740875	0.1148179	0.2508739	0.3268318	0.4210573	0.3588001	0.2404609	0.1770033	0.3611351	0.8018012	0.3315741	0.8063808	0.4680874	0.6745049	0.1444640	0.2452585	0.2621006
0.1523575	0.5865671	0.0511188	0.4002451	0.5855142	0.2513060	0.2019095	0.2997048	0.1709702	0.5180224	0.2541900	0.0138473	0.2691451	0.1407914	0.0908869	0.0406362	0.2126995	0.2060079	0.0885724	0.3782820	0.7523886	0.5790697	0.4807536	0.0656885	0.3208463	0.0195881	0.0706889	0.0173468	0.2110746	0.4090734	0.2556072	0.0790319	0.4728405	0.7072404	0.5690019	0.4210977	0.2682574	0.3656199	0.1920273	0.1171577	0.6805605	0.5782048	0.4661820	0.0190313	0.4672023	0.5831997	0.6583280	0.4756678	0.0695287	0.3927339	0.2992087	0.3229546	0.0013637	0.2609511	0.7719263	0.0595953	0.3766517	0.6550584	0.3647258	0.6885178	0.7167815	0.6102979	0.6377289	0.4796498	0.6830675	0.4347218	0.6076287	0.4261157	0.2927069	0.6140726	0.5238164	0.1822797	0.3497833	0.3994585	0.6655235	0.7431769	0.6471005	0.4441262	0.5252213	0.6966730	0.6651911	0.2111852	0.4000384	0.6247781	0.6523592	0.6630787	0.0629186	0.6752096	0.5318780	0.3219488	0.5675820	0.4335347	0.1221768	0.5308442	0.2324040	0.5245254	0.5179110	0.5449734	0.3035535	0.1602238	0.4449220	0.1837499	0.3510470	0.6466652	0.3765051	0.0500754	0.2170513	0.6523567	0.0105962	0.0921899	0.5835977	0.4087977	0.6569410	0.4446691	0.6043600	0.3618241	0.7414492	0.2601703	0.0428165	0.1067161	0.5775131	0.2992649	0.7745073	0.2911189	0.0062643	0.6135052	0.2513702	0.6854303	0.2453651	0.2641441	0.8862238	0.3532603	0.8577010	0.2853071	0.1587307	0.6773061	0.4824999	0.7250640	0.0608214	0.6994523	0.0728206	0.6354152	0.0590497	0.3564660	0.6345135	0.6440943	0.4450477	0.2573290	0.0058124	0.0002568	0.5085942	0.5781738	0.3790302	0.2595574	0.4063285	0.0002040	0.0051958	0.5725244	0.3986062	0.4782382	0.7620236	0.4176272	0.6687616	0.1350329	0.6902262	0.0065251	0.5423559	0.5080130	0.3674455	0.6026002	0.0527183	0.5440476	0.5842907	0.1637079	0.2681273	0.6229033	0.2051197	0.6917498	0.0383450	0.0024692	0.1099076	0.3847048	0.5115606	0.1756348	0.2069176	0.2117323	0.0311956	0.4330780	0.3136257	0.1538782	0.0210854	0.1554725	0.5888589	0.4647551	0.3376194	0.0437861	0.3153367	0.0961760	0.0065607	0.2267187
0.2598116	0.6746657	0.0002336	0.0167778	0.6898449	0.5133181	0.1426230	0.1824688	0.0394408	0.7414740	0.1981668	0.0003414	0.1217279	0.0028373	0.2074601	0.0661653	0.1026758	0.2432470	0.0267180	0.5597537	0.7947231	0.6145188	0.4329924	0.3263636	0.1547696	0.1609951	0.1395835	0.0149348	0.2202146	0.6711224	0.2035754	0.2634062	0.6597250	0.6880367	0.7547840	0.6933604	0.4205375	0.3117823	0.2340641	0.5851907	0.4247420	0.6073932	0.5771810	0.2075467	0.6511170	0.4569124	0.6235551	0.3729129	0.1287462	0.1444681	0.2340187	0.7253221	0.2879603	0.2354081	0.5920747	0.2476377	0.4756195	0.6627326	0.2810645	0.7887351	0.6634405	0.4058743	0.6921425	0.6162875	0.6521016	0.3750567	0.5655809	0.4155393	0.3289082	0.5144267	0.4680878	0.2749964	0.0681664	0.3142584	0.3749521	0.4123137	0.2552884	0.6335617	0.4203000	0.4026594	0.4886805	0.0454335	0.2025330	0.3173313	0.3148877	0.5938542	0.1686033	0.6519650	0.3942179	0.5750764	0.2909326	0.2914292	0.2178765	0.3621270	0.4535811	0.0674069	0.6060496	0.5021814	0.0825156	0.0004471	0.2687406	0.0169651	0.0992928	0.6156952	0.1362545	0.0887892	0.0376821	0.5935390	0.0472490	0.1440208	0.1676195	0.2845448	0.2388049	0.1560635	0.1630399	0.0939485	0.5262111	0.1246323	0.0581419	0.0095430	0.6395384	0.1657624	0.6744157	0.1066519	0.0034172	0.7356624	0.2211569	0.5184564	0.2397763	0.6023958	0.4537422	0.1852967	0.7736805	0.3057919	0.2832148	0.2063058	0.1784244	0.6439948	0.1129393	0.6439304	0.0160333	0.7612316	0.0155375	0.4601174	0.4049168	0.5924448	0.4370739	0.1246545	0.1251199	0.1709557	0.5738040	0.5998459	0.4138911	0.2846430	0.5670143	0.0084683	0.0047662	0.5475543	0.2599289	0.5032291	0.1565620	0.3915094	0.5265476	0.2449835	0.7454245	0.0005202	0.7889481	0.2991447	0.2554404	0.4123685	0.4860546	0.3190857	0.1835926	0.4514171	0.1794569	0.2891260	0.0130202	0.6814470	0.3051330	0.0068278	0.1115694	0.4867449	0.4109662	0.2258030	0.1486492	0.1191854	0.1352696	0.4274230	0.2864638	0.1025902	0.1615179	0.2809206	0.7503365	0.5061073	0.4557416	0.0830368	0.8970127	0.1285660	0.0473292	0.2083718
0.3049946	0.5976654	0.0376567	0.2175057	0.3081649	0.3927048	0.1451943	0.2710811	0.1917261	0.4792250	0.2318165	0.0011292	0.2667714	0.0005204	0.1160067	0.0618503	0.1982187	0.2312440	0.1065498	0.3028236	0.7557845	0.7909917	0.5383676	0.0072253	0.4562798	0.0014220	0.0898770	0.0251140	0.0141526	0.2617772	0.2674196	0.3058303	0.5421516	0.6411053	0.7341630	0.6007282	0.4786743	0.1328677	0.0982610	0.4091441	0.3979419	0.4561321	0.5176659	0.1141966	0.6454045	0.6892073	0.5609442	0.5334980	0.2217124	0.2598493	0.6099448	0.5739290	0.0133401	0.1609445	0.7133543	0.1447644	0.6174971	0.6694395	0.4915130	0.7224766	0.6884558	0.4243835	0.3873293	0.4970229	0.6049260	0.6746566	0.5569236	0.4682808	0.3819355	0.5781288	0.5738172	0.3045475	0.3790065	0.4224852	0.3505063	0.6836417	0.4090388	0.5005317	0.5972810	0.5363147	0.5572326	0.4484048	0.4296817	0.5872697	0.6548743	0.5026959	0.2939306	0.6061997	0.6274887	0.3907744	0.5263448	0.6200711	0.0909606	0.3675806	0.1436502	0.2843776	0.6039740	0.7203870	0.4317339	0.2214395	0.2939449	0.3739714	0.4797152	0.7154375	0.2999117	0.2414289	0.1025086	0.6460581	0.0065960	0.0608057	0.3945859	0.3255055	0.7135057	0.3899663	0.6513636	0.1882147	0.6371152	0.4871567	0.0673394	0.2115109	0.5971255	0.2427889	0.7042461	0.1245088	0.0154499	0.6587199	0.3343985	0.7471600	0.1900877	0.4769680	0.4179185	0.2994194	0.6917178	0.2394239	0.1744656	0.5341771	0.2151765	0.6103355	0.2583228	0.7499266	0.0248995	0.6204399	0.0149096	0.3444217	0.2313263	0.5772275	0.7120489	0.0107192	0.0003614	0.2218186	0.6447832	0.5668638	0.4057619	0.3430567	0.4733691	0.0004189	0.0007846	0.3286224	0.4031246	0.4895977	0.3209210	0.1386462	0.2973252	0.4746137	0.6528795	0.0024830	0.7592391	0.4332994	0.6584789	0.5384077	0.3771560	0.2137351	0.5977919	0.2306280	0.2288865	0.5691416	0.2003255	0.6598474	0.1481305	0.0001483	0.1619954	0.5038843	0.6766839	0.1011204	0.3398027	0.0632150	0.1119830	0.6267594	0.3734340	0.0192430	0.2145100	0.4266225	0.3830010	0.5635348	0.3586900	0.4462024	0.7431846	0.1758944	0.3035635	0.2982628
0.1347987	0.5855684	0.0647080	0.1641980	0.7809113	0.3449462	0.0351618	0.3163864	0.0470493	0.5431063	0.2723151	0.0001010	0.2240302	0.0732709	0.0002813	0.0250392	0.0920766	0.1948103	0.0454797	0.3192274	0.8575300	0.7917455	0.1988844	0.1631726	0.3159853	0.0861500	0.1642660	0.0104824	0.2711314	0.8219567	0.1481350	0.2473298	0.6981265	0.5007186	0.6783824	0.5901990	0.5549245	0.2560359	0.5500511	0.5894667	0.7041333	0.6300142	0.5295800	0.0552374	0.6423744	0.3262067	0.4200395	0.4065306	0.4008728	0.3563199	0.5288576	0.6981888	0.1334154	0.1423444	0.7396512	0.3853690	0.6241819	0.6673069	0.4712309	0.6998863	0.6823976	0.3885351	0.4935335	0.5055956	0.6225952	0.3328082	0.7023029	0.3510146	0.3888354	0.5134177	0.4781632	0.0445864	0.5259296	0.2027106	0.5385138	0.6736918	0.8309195	0.3253984	0.4430772	0.5473799	0.8198440	0.3892397	0.7473896	0.7110009	0.5625207	0.7148297	0.2774083	0.6635670	0.5403969	0.4301132	0.4999619	0.5088209	0.0587203	0.5155445	0.2263206	0.3692679	0.4435054	0.5923394	0.5309099	0.3012788	0.2765759	0.4012657	0.2376745	0.6746895	0.2233507	0.1233627	0.1710100	0.6944134	0.1001915	0.1318586	0.2972673	0.4952560	0.6411740	0.3012866	0.7446527	0.4554736	0.5884226	0.5022233	0.0614271	0.2286391	0.4946498	0.3737162	0.6451318	0.1434656	0.0049408	0.5317729	0.4242701	0.5877782	0.1507780	0.2027457	0.3337871	0.1473771	0.5611352	0.3274995	0.2451323	0.3294524	0.1000223	0.7897190	0.0516344	0.5902402	0.0108329	0.6884893	0.0283627	0.3088896	0.4659283	0.5565753	0.6304696	0.2232856	0.3108973	0.0002578	0.5073931	0.5209157	0.3534634	0.2874488	0.6884353	0.0251195	0.0018684	0.4186852	0.2962350	0.4188709	0.5315029	0.5226628	0.3201499	0.3046424	0.7328744	0.0008438	0.6818358	0.4293507	0.0679826	0.1233581	0.0343867	0.0791927	0.2041101	0.5887334	0.0929630	0.7123698	0.1686214	0.5782872	0.0973529	0.0005378	0.0601022	0.1620798	0.2088383	0.0512683	0.1749985	0.1800363	0.3351535	0.4320071	0.5697713	0.0838752	0.0937497	0.0908668	0.5754284	0.3578468	0.3597132	0.3563374	0.6318472	0.0838176	0.0012615	0.5957936
0.1802843	0.7434918	0.0945780	0.1845358	0.7099879	0.2289730	0.1089705	0.3085798	0.0582384	0.6071141	0.2672028	0.0026954	0.2431062	0.0807687	0.1854783	0.0358629	0.1625835	0.5325168	0.1097139	0.3234333	0.5656340	0.6724707	0.4011165	0.3324583	0.1473766	0.0887484	0.1832146	0.0311933	0.2992094	0.6080934	0.2463824	0.2848737	0.6359671	0.6410317	0.6691347	0.5605812	0.5473706	0.2919188	0.3192000	0.2235180	0.8120783	0.6419223	0.4199398	0.2096363	0.4823001	0.3624521	0.3365113	0.3624201	0.2068449	0.3435856	0.3673517	0.5999546	0.3985353	0.1580085	0.5460309	0.2367656	0.4876387	0.7522811	0.2617223	0.6510789	0.6359964	0.5693307	0.3752725	0.6435368	0.6830793	0.3358035	0.4340794	0.3804959	0.4105715	0.4953926	0.5882461	0.1581604	0.1963093	0.2533330	0.5364954	0.5862829	0.4086507	0.7048710	0.5359617	0.4627877	0.5058162	0.2528792	0.6395277	0.4128360	0.5819033	0.5697339	0.0211620	0.6319697	0.4539760	0.2969238	0.5148508	0.3878476	0.1788493	0.5614621	0.2041724	0.3083737	0.6002340	0.5433329	0.2123062	0.0593595	0.3296849	0.3085905	0.2443849	0.7566699	0.2246122	0.0182790	0.0898638	0.7751236	0.0364168	0.0037156	0.3349192	0.4121461	0.3489051	0.1912891	0.4643270	0.0156720	0.7481210	0.1914671	0.1393652	0.0398116	0.4704788	0.1871006	0.6927233	0.3034368	0.0048472	0.7089695	0.3131622	0.5559533	0.1924946	0.4843502	0.2983775	0.1619962	0.6697295	0.1836112	0.0761711	0.2980716	0.1965461	0.7028643	0.3006860	0.6465097	0.0108043	0.5143154	0.0340310	0.6070332	0.3517697	0.3120220	0.5720704	0.3732225	0.1848418	0.0192817	0.4618374	0.5900486	0.2400504	0.2075995	0.6308918	0.0047679	0.0007515	0.6673335	0.1751841	0.4334437	0.4056419	0.4022983	0.0278427	0.2542464	0.7660590	0.0019808	0.6162914	0.3450845	0.3393059	0.4663073	0.0412770	0.3033871	0.0416081	0.8259737	0.1405087	0.5883206	0.0477654	0.5440186	0.2346527	0.0206577	0.0716186	0.3485059	0.3847823	0.0708453	0.1798364	0.1069435	0.1487484	0.5541836	0.2633135	0.0127958	0.2293476	0.4446108	0.7412574	0.4719490	0.6727787	0.0754878	0.4169317	0.2868433	0.0968123	0.1777473
0.2474994	0.6413742	0.0507219	0.2217756	0.6960945	0.1558973	0.1240406	0.2336425	0.1330398	0.5998009	0.2009446	0.0012758	0.1711638	0.0658622	0.0497392	0.0453543	0.4072458	0.0426301	0.0250571	0.5764474	0.7180066	0.6633617	0.1387966	0.0672483	0.1310865	0.1798106	0.2875343	0.0342444	0.3008125	0.7683945	0.2857411	0.4010705	0.5212918	0.8248459	0.7335443	0.6025840	0.3213614	0.3211965	0.4430350	0.4357337	0.6912083	0.4898530	0.6752087	0.2597944	0.7058211	0.2150156	0.3234108	0.5362080	0.2098804	0.3816433	0.4773562	0.7971361	0.0856261	0.2107567	0.8059920	0.2541550	0.4916309	0.7089209	0.4317687	0.6726766	0.6227076	0.4715167	0.8405939	0.6440439	0.7610514	0.4600108	0.7430404	0.4467740	0.4321712	0.4629756	0.6730330	0.2416707	0.4794802	0.3154905	0.3158197	0.6695709	0.5627362	0.7028202	0.7338757	0.5654909	0.6749935	0.2267236	0.6224749	0.7234672	0.6098071	0.7253974	0.0850565	0.7490612	0.4815667	0.5244861	0.6338245	0.3143921	0.0618443	0.4389543	0.2741920	0.4703975	0.6820712	0.6707650	0.4418596	0.2285807	0.3806969	0.5381069	0.3896880	0.6283179	0.2999687	0.1424074	0.1738718	0.7163573	0.1512398	0.1659965	0.3900937	0.6022236	0.5024591	0.4742576	0.5395944	0.0467508	0.7727999	0.3986550	0.0705055	0.2598769	0.4641969	0.3728986	0.7496485	0.2161743	0.0037611	0.7428110	0.2319895	0.6980110	0.2658427	0.2156713	0.3696322	0.3779056	0.7749344	0.2393664	0.4545605	0.4701754	0.2274191	0.6534798	0.0043221	0.6868962	0.0071255	0.3064182	0.0293516	0.4608310	0.5921274	0.2997306	0.6626389	0.3135598	0.1857558	0.0011163	0.5795303	0.5276717	0.2952112	0.3475799	0.7796851	0.0213791	0.0103148	0.4128922	0.1489342	0.4610513	0.2174862	0.5238323	0.0240134	0.4436852	0.7385452	0.0409463	0.3965106	0.2343693	0.0117859	0.3604055	0.0000985	0.2386154	0.0087557	0.6483862	0.1129516	0.4546010	0.3037056	0.6066919	0.3000668	0.1448336	0.1187653	0.0759469	0.6695218	0.0593087	0.1558107	0.1112721	0.5214237	0.4598334	0.4750782	0.0543132	0.1430733	0.2590283	0.6185690	0.5425423	0.4832370	0.1493924	0.5767941	0.2760696	0.2589818	0.5932215
0.3094060	0.7177153	0.0853073	0.1031253	0.5810116	0.3199901	0.1873590	0.2995738	0.1946440	0.6314262	0.2526586	0.0010182	0.2374767	0.0841266	0.1279656	0.0676937	0.5640734	0.4487093	0.0786645	0.4498394	0.5845682	0.6198607	0.2837689	0.1524927	0.1829049	0.0034583	0.2121465	0.0189986	0.1492781	0.6588451	0.2515257	0.3360011	0.6577080	0.6515967	0.6558920	0.6163348	0.2695950	0.3642282	0.4320433	0.2368547	0.6019943	0.6397735	0.5321958	0.2228572	0.6462864	0.4660640	0.5951353	0.5388578	0.1905726	0.1861232	0.6629442	0.6261997	0.1423468	0.4501039	0.7079710	0.2246794	0.5959875	0.8273076	0.5248647	0.7786596	0.5521426	0.5260649	0.5263919	0.6828215	0.6703918	0.5441825	0.6213268	0.3537760	0.4137173	0.6122741	0.6194095	0.2005320	0.1999554	0.3437712	0.4665642	0.6960487	0.4864639	0.5607082	0.6589343	0.5610715	0.5877843	0.1755027	0.4845499	0.4911984	0.7011562	0.7021282	0.4590037	0.5911592	0.5883679	0.4959425	0.4844918	0.5569326	0.1622994	0.6415817	0.3390581	0.5598202	0.4994800	0.7501515	0.3771952	0.4139504	0.5769458	0.6142573	0.3667461	0.7905089	0.5007454	0.1786611	0.2341913	0.6069564	0.0016030	0.1015500	0.4177611	0.5298474	0.5519052	0.3353165	0.5423590	0.1036366	0.7809922	0.4939206	0.0770648	0.1898790	0.4648947	0.4005149	0.7086894	0.3679649	0.0075014	0.6030084	0.2564216	0.4811791	0.1361051	0.5129369	0.2794290	0.2704526	0.6932687	0.2579346	0.0469465	0.5062983	0.2445277	0.6183012	0.0010199	0.5944953	0.0168668	0.3741567	0.0374334	0.4471221	0.3236357	0.5214873	0.6696251	0.1326127	0.0341893	0.2665772	0.5674913	0.7599178	0.3985913	0.3409608	0.6376168	0.0032096	0.0187907	0.3550343	0.1075480	0.4562401	0.5885203	0.4397188	0.1723970	0.1718238	0.8329183	0.0021118	0.6797458	0.4836467	0.6027751	0.4135414	0.0147757	0.3476102	0.2970475	0.4911138	0.1210402	0.5498520	0.0391902	0.5452078	0.3576146	0.0017926	0.0481405	0.4014594	0.2464616	0.3951713	0.5335409	0.1552679	0.0392601	0.2238116	0.3944236	0.0269615	0.1101483	0.3319665	0.5316071	0.4605525	0.5375682	0.0668674	0.5874743	0.3813578	0.0545469	0.4140286
0.2366919	0.6860713	0.1203983	0.1550074	0.4023481	0.5020988	0.0725060	0.2937238	0.0444726	0.5715697	0.1312017	0.0003593	0.2580101	0.0037210	0.1177071	0.0198128	0.1580278	0.4780502	0.1221705	0.3197165	0.4340549	0.5615140	0.5183961	0.0151934	0.1696437	0.5427877	0.3016041	0.0109042	0.4857334	0.7033907	0.1909100	0.1707771	0.6379642	0.7709545	0.7695810	0.7553709	0.6167910	0.1355312	0.3810573	0.2948803	0.7815444	0.7476989	0.6928616	0.0115878	0.6283369	0.0735417	0.3305141	0.4059054	0.1703238	0.2700745	0.5543697	0.4930268	0.1365426	0.3500166	0.5802949	0.3868339	0.5310029	0.7670352	0.5374782	0.6625775	0.7280517	0.2936989	0.6341828	0.6749271	0.5450806	0.5264116	0.6459419	0.4535386	0.4657193	0.4386394	0.4864164	0.1444234	0.0535901	0.1598011	0.5253735	0.5359443	0.4142942	0.7393881	0.5078761	0.4119461	0.6953641	0.2331021	0.6209071	0.5511961	0.3637359	0.8689494	0.0610165	0.4443234	0.4472127	0.6248524	0.1127576	0.3229813	0.2213074	0.3473539	0.0373184	0.5366144	0.3840850	0.5046559	0.1628834	0.0123065	0.3127057	0.3603131	0.3057790	0.6370414	0.3377180	0.2028115	0.0681998	0.6045199	0.0401293	0.4587930	0.1993274	0.3174833	0.4056828	0.2131979	0.4888250	0.0429719	0.4632049	0.3038385	0.2234065	0.3368075	0.3832463	0.1217700	0.7036207	0.0725645	0.0950383	0.6836572	0.3016571	0.2695700	0.2113013	0.6423211	0.2811533	0.1510429	0.3208003	0.2016913	0.1744868	0.3656453	0.2549155	0.7556546	0.1928887	0.6708613	0.0188607	0.3937974	0.0164452	0.3128492	0.5179465	0.2664357	0.6952373	0.6338842	0.1420307	0.1802165	0.5312568	0.2866001	0.4682053	0.2916469	0.7264482	0.0742821	0.0471387	0.5444140	0.3656143	0.3553038	0.3480148	0.4884264	0.0127689	0.3261910	0.6673955	0.2021450	0.6553028	0.3066059	0.2708891	0.3349527	0.0413917	0.2730552	0.0009441	0.7402664	0.0459033	0.3097223	0.2042447	0.6260097	0.2262639	0.0512998	0.0380152	0.1487861	0.3384226	0.1388934	0.0734180	0.2545723	0.1839535	0.5522074	0.4537135	0.0923134	0.0574198	0.0509050	0.5977325	0.3594261	0.2369413	0.3650670	0.6473729	0.0734391	0.2977106	0.4959042
0.2677278	0.6651896	0.0624493	0.0997840	0.6867009	0.2200155	0.1131257	0.2948792	0.0754709	0.5380283	0.2991564	0.0010918	0.1621709	0.1543402	0.1720216	0.0208587	0.1755419	0.2839185	0.0443883	0.6272829	0.6306344	0.5557732	0.1833971	0.1756651	0.2974376	0.0954852	0.0955145	0.0345150	0.0093123	0.7658049	0.2204221	0.3626108	0.6041390	0.6631319	0.5975550	0.5801860	0.3971782	0.3801869	0.3719373	0.5490329	0.7080658	0.6877037	0.4918197	0.0418772	0.5097014	0.5517651	0.5301120	0.3717327	0.2155966	0.2286884	0.4019313	0.7603266	0.2727153	0.1912861	0.6528158	0.3919953	0.5070317	0.5794797	0.3146898	0.5656970	0.6299060	0.4679523	0.5818839	0.5031345	0.6352990	0.2968412	0.4328305	0.4139205	0.2654649	0.7446629	0.7075081	0.1747104	0.0387072	0.2209109	0.2861292	0.8100795	0.3914215	0.7055407	0.5869209	0.5376037	0.6996917	0.0670614	0.2233990	0.4663018	0.4834260	0.5432036	0.0525129	0.6856061	0.4786998	0.3999085	0.2499769	0.2628290	0.3739915	0.4782002	0.1255568	0.1121008	0.5323000	0.5071007	0.1023509	0.0033336	0.2811375	0.1015925	0.2565721	0.7149661	0.4166196	0.0355861	0.0494785	0.6876659	0.0715217	0.0479557	0.3751148	0.3132598	0.3618507	0.1293167	0.2678637	0.1169044	0.6719926	0.0691245	0.0461331	0.0684027	0.5706493	0.0694557	0.7958782	0.0882715	0.0064390	0.5265329	0.1688750	0.4742168	0.2145489	0.5915346	0.2971153	0.0461562	0.5594631	0.0480290	0.2883305	0.1269269	0.1704283	0.7052706	0.0536268	0.5946413	0.0123034	0.6945081	0.0172165	0.3115281	0.5685982	0.6205171	0.8139479	0.0907569	0.0588815	0.3556800	0.5271834	0.5738324	0.3099714	0.3842363	0.4889984	0.0001095	0.0083116	0.4749855	0.1663860	0.1800256	0.2767153	0.3010442	0.4566177	0.2983286	0.8079863	0.0010718	0.6991094	0.4308043	0.1161937	0.5271332	0.2405613	0.2118571	0.4151916	0.4396962	0.3580147	0.4269004	0.1023541	0.7088345	0.0821064	0.0068799	0.0632519	0.2098545	0.6437742	0.1924382	0.3598551	0.0341612	0.3055958	0.4377836	0.3927132	0.0468818	0.2932196	0.3327201	0.5005041	0.3956576	0.6495146	0.2126179	0.6846951	0.3289103	0.0009173	0.0290520
