fadE	fadR	fadI	fabB	fabR	fabA	fadJ	uspA	fadB	arcA	fadD	fadA	fadL	puuD	ydeA	puuR	rpsJ	betB	betI	betT	betA	ybdN	rplB	rplV	ackA	hybD	hybB	uvrA	hybE	lldP	lldR	lldD	appA	appB	appY	appC	yccB	hyaD	hyaA	hyaB	iscR	hyaF	hyaE	hyaC	narP	narL	napC	napG	napF	napB	napD	modE	napA	napH	ccmC	ccmE	ccmH	ccmF	flhC	ccmA	ccmB	flhD	ccmG	ccmD	nrfC	nrfD	nrfF	nrfE	nrfG	nrfA	nrfB	mdh	glpC	glpB	glpA	fliF	flgE	hdfR	gltK	ygbK	flgI	flgC	ppdB	fliI	recC	gltI	fliL	ycgR	flgJ	hybC	flhA	flgF	fliR	fliG	flhE	ppdA	fliP	flgM	fliO	fliE	flgA	ygdB	fliT	gltJ	flgB	fliM	fliN	ppdC	hybG	hybO	flhB	fliK	gltL	fliD	flgG	fliJ	flgH	fliQ	hybA	fliH	yhjH	flgN	fliS	flgD	hybF	glpR	ydhX	ydhT	oppF	ydhU	cydC	fdnI	cydD	glpD	ydhY	hydN	oppC	lrhA	fdnG	yecR	oppB	moeB	oppD	moeA	oppA	fdnH	qseB	ydhV	ydhW	ytfE	hcp	yeaR	hcr	fnr	fdhF	ubiA	ubiC	focA	nuoN	nuoI	nuoJ	norV	nuoH	dmsC	nuoM	dmsA	nuoB	nuoK	nuoE	nuoL	nuoC	dmsB	nuoF	norW	nuoG	nuoA	ynfG	iraM	dcuS	rpmC	rplC	rpsQ	dmsD	rpsS	rplW	tpx	ynfH	rplD	dcuC	ynfF	ynfE	rpsC	puuA	rplP	narX	fumB	pflB	frdD	dcuR	frdA
0.3163918	0.6365511	0.1155719	0.4537653	0.1893034	0.4905448	0.1208312	0.3245938	0.1385535	0.6230056	0.3538798	0.0019855	0.2482767	0.1670817	0.1326298	0.0610599	0.0535631	0.1977853	0.0493523	0.5050546	0.6850452	0.7131257	0.5770485	0.0697608	0.2589346	0.3772671	0.4020833	0.0288646	0.4600067	0.1607703	0.3768142	0.0845621	0.8963675	0.7054853	0.7741939	0.6123912	0.3186739	0.2140194	0.3505076	0.3742278	0.6673418	0.6150928	0.5672069	0.0099522	0.7349162	0.0950997	0.5174914	0.4888027	0.2340612	0.2147129	0.5022781	0.7058544	0.0036605	0.2890706	0.8592697	0.4757771	0.6317366	0.8033059	0.2472800	0.6733362	0.7075394	0.5670862	0.5903139	0.6759550	0.6431892	0.3348917	0.5289104	0.4049455	0.5841607	0.4140604	0.5135362	0.1042218	0.2324097	0.0624685	0.2775429	0.6794942	0.3810186	0.8081743	0.7062094	0.3662706	0.6786958	0.2054736	0.4732159	0.3837689	0.5775323	0.4853534	0.1418516	0.7729949	0.5767515	0.5815669	0.5237890	0.4304393	0.1471707	0.5872550	0.2042595	0.3056420	0.6125242	0.6115394	0.1297058	0.0153153	0.3215362	0.0047163	0.3516365	0.7142464	0.2635693	0.2056280	0.1765636	0.6546150	0.0594550	0.2750340	0.2837490	0.4572151	0.4435473	0.1700838	0.3767273	0.1768718	0.6121327	0.1092593	0.3697718	0.0268189	0.6458430	0.2054500	0.8435072	0.1892763	0.0137392	0.7742948	0.1707539	0.6680226	0.2855377	0.4123859	0.2975058	0.4457681	0.5098148	0.1925919	0.2178068	0.5764517	0.1927336	0.7222301	0.0019737	0.5897903	0.0038136	0.5629178	0.0279367	0.6318768	0.6509600	0.2815421	0.7145487	0.3068970	0.3359679	0.0958007	0.5010175	0.4118881	0.3035359	0.3546179	0.7579809	0.0003567	0.0772738	0.4420665	0.1556409	0.3546586	0.1583530	0.5325462	0.0074188	0.2940915	0.5864126	0.2328585	0.4643832	0.2127746	0.0020849	0.4087642	0.1143355	0.2315389	0.0090570	0.7275290	0.0516084	0.5999940	0.1605519	0.4757842	0.3733531	0.0017458	0.1189960	0.2173023	0.3472491	0.1556972	0.0569711	0.1487973	0.4551071	0.6490158	0.2911650	0.1763119	0.0776900	0.3641850	0.5418058	0.3774246	0.6672935	0.6043357	0.5974822	0.3789914	0.2117514	0.2949165
0.1043448	0.5723430	0.1894536	0.4575703	0.6726065	0.3269038	0.1925944	0.3354282	0.1099667	0.5402108	0.4276658	0.0020441	0.1863583	0.0045824	0.1317047	0.0925613	0.0592225	0.3574022	0.1003542	0.2893985	0.6037548	0.5480840	0.6684431	0.1051501	0.2177754	0.1342708	0.1623680	0.0190497	0.2136957	0.3698301	0.2122756	0.3274387	0.7260747	0.6531725	0.5272140	0.5202161	0.3956944	0.1619351	0.2149539	0.2784584	0.7363663	0.6545509	0.5766554	0.1175583	0.6719575	0.2522208	0.4054524	0.4030263	0.0990051	0.1510162	0.6926462	0.4634251	0.0913736	0.2205355	0.7443594	0.1737142	0.5080053	0.7804335	0.6907423	0.7341433	0.6474801	0.5738245	0.6946552	0.6400149	0.7173749	0.4195133	0.7233654	0.3112298	0.3150980	0.4290323	0.5910920	0.1260767	0.5605385	0.1040300	0.3521793	0.7236876	0.5705012	0.2869858	0.7339906	0.5952104	0.6619070	0.6323540	0.4446516	0.7162618	0.5906685	0.6244227	0.2176366	0.8225100	0.5596617	0.5474670	0.5870011	0.6087999	0.3616791	0.5031872	0.3274000	0.8111924	0.5390668	0.6400530	0.5585107	0.6605399	0.4983058	0.5835807	0.5246473	0.6677560	0.5590496	0.3476846	0.5719638	0.7522779	0.0040449	0.1243760	0.4790487	0.4141016	0.7377575	0.5027409	0.8247636	0.3138660	0.6096780	0.3793048	0.1511911	0.3013947	0.5557128	0.4833050	0.5685117	0.2364033	0.0132777	0.5932974	0.3745571	0.6232735	0.0761890	0.2630055	0.3830470	0.1816033	0.5906347	0.3152486	0.2742119	0.5521494	0.2064430	0.4744221	0.0025616	0.7538109	0.0332886	0.5561397	0.0197640	0.1457381	0.5812276	0.5102343	0.6567988	0.2230588	0.0311245	0.0000081	0.5366708	0.5730799	0.1845240	0.3290238	0.7004958	0.0171329	0.0066241	0.5613344	0.2710770	0.4814945	0.5477669	0.4403433	0.3543401	0.2859940	0.5578794	0.0086051	0.2497535	0.3905527	0.1078499	0.4707063	0.0684834	0.2502282	0.0245029	0.6530261	0.1200268	0.4846545	0.2892313	0.7266906	0.1763691	0.0015015	0.0444331	0.2238540	0.4836815	0.0215984	0.1460772	0.1569286	0.0962631	0.3721969	0.2552492	0.0112050	0.1832969	0.3411102	0.6187674	0.3052112	0.6078324	0.0820787	0.5701754	0.3112745	0.0171818	0.2308694
0.3249019	0.6692938	0.1141945	0.3742995	0.6790873	0.2338405	0.1846257	0.2053525	0.1362036	0.6926440	0.2980042	0.0039535	0.3395731	0.1803229	0.0007191	0.0691221	0.0751256	0.3003798	0.0844488	0.3778744	0.7577556	0.6360409	0.4087647	0.0805364	0.1876065	0.1513946	0.1790617	0.0389333	0.2256181	0.6315417	0.2823143	0.2683185	0.6437472	0.5971900	0.6529258	0.6055055	0.3432261	0.4148677	0.3935050	0.1842334	0.7741540	0.5770032	0.5312631	0.2605964	0.5183999	0.3493217	0.3991476	0.5908490	0.3235475	0.2725357	0.3209585	0.5191966	0.3948335	0.3959823	0.6208191	0.2874959	0.4113596	0.6094636	0.1823514	0.6136920	0.6349148	0.6927781	0.4295148	0.4519859	0.5598288	0.2243267	0.4117283	0.4762604	0.4366814	0.4905383	0.4350675	0.3328360	0.5983114	0.0580856	0.1564550	0.5283477	0.5537021	0.8775383	0.4938320	0.4448640	0.3894825	0.0069589	0.2562773	0.4335975	0.4015724	0.4305441	0.0000087	0.7690313	0.4435683	0.4325925	0.3387580	0.5384091	0.0511818	0.5827324	0.2910827	0.2550125	0.5635584	0.4957551	0.0709440	0.0003103	0.5653230	0.0570154	0.5384574	0.4971075	0.2965564	0.0019694	0.3069174	0.7091184	0.1495761	0.1276992	0.0954251	0.5759415	0.5336047	0.1666792	0.0865449	0.0521575	0.4796517	0.0120075	0.0861141	0.3210064	0.6031444	0.1258421	0.5787210	0.0980814	0.0093129	0.6951493	0.6293253	0.5427050	0.0356961	0.4583575	0.2627065	0.1485503	0.8869680	0.1382198	0.0622937	0.2305118	0.3212972	0.7976059	0.0000643	0.7044448	0.0319901	0.6476026	0.0247018	0.2411953	0.4571917	0.4438235	0.5810319	0.2930428	0.0013043	0.0000037	0.6861667	0.5622016	0.3445083	0.3531870	0.5876954	0.0064464	0.0118012	0.4902269	0.0325860	0.4793827	0.5816287	0.2413867	0.0580065	0.4060866	0.6870167	0.0009269	0.7672544	0.3412899	0.1111453	0.4580288	0.0000162	0.2418960	0.0516635	0.4932412	0.2778639	0.6274515	0.3019663	0.6990542	0.1848755	0.0002821	0.1107190	0.4008096	0.5539757	0.0500634	0.2228903	0.1779108	0.0661335	0.5195279	0.2995110	0.0223182	0.4734954	0.5002034	0.6826083	0.2977545	0.6208165	0.0901842	0.5907927	0.2732079	0.0550037	0.2915914
0.3014173	0.7093573	0.2280152	0.4675035	0.5407629	0.3658864	0.2098595	0.1997814	0.1387082	0.3995731	0.1604516	0.0000957	0.1646964	0.1024897	0.1215901	0.1545409	0.1051818	0.4812596	0.1018940	0.2529534	0.5450804	0.6161326	0.7568644	0.0897181	0.1550499	0.1441781	0.0520892	0.0885468	0.2406994	0.2191419	0.4287549	0.5047234	0.6680013	0.5098589	0.6304853	0.5642720	0.2917074	0.2021859	0.3387587	0.6376261	0.7642795	0.6206703	0.5490890	0.0279594	0.4413244	0.4893204	0.5038626	0.4493851	0.6003481	0.2459833	0.4706629	0.6007744	0.0708240	0.2275187	0.8019824	0.1527816	0.2377311	0.6235891	0.2426251	0.7310385	0.5766910	0.5720458	0.3275119	0.5944436	0.6437180	0.1995980	0.4134321	0.3407526	0.1906071	0.7492330	0.3815652	0.1774307	0.1311884	0.0804953	0.2564526	0.7599807	0.4111700	0.6508728	0.5598486	0.4987566	0.4211738	0.1936634	0.3736986	0.5002394	0.6497761	0.6051750	0.0008297	0.6439282	0.4505103	0.4403611	0.3817435	0.6656323	0.0630147	0.6317144	0.1377729	0.6923031	0.5209671	0.3805481	0.2741758	0.0078167	0.4304835	0.0232254	0.3300783	0.5380482	0.3062982	0.0086399	0.1651397	0.5712815	0.0239548	0.0010741	0.3200026	0.5403537	0.6598912	0.2272525	0.2750209	0.0154234	0.6100660	0.0427626	0.0529660	0.0364688	0.5251857	0.1133128	0.7912469	0.3193382	0.0074904	0.5633793	0.0731737	0.6887108	0.2341694	0.5219694	0.1612776	0.1365269	0.6989397	0.3595642	0.0497056	0.4925138	0.3147835	0.6639753	0.0216688	0.5897707	0.0221926	0.7813160	0.0284451	0.3635143	0.5948486	0.4234177	0.6687315	0.0538806	0.3714575	0.3475691	0.5984106	0.4443355	0.4501700	0.2619586	0.4906506	0.0071080	0.0130284	0.2071837	0.3545733	0.4538362	0.1998518	0.2760616	0.2843241	0.2554240	0.7190274	0.0174911	0.7711961	0.5652782	0.2000881	0.3620270	0.0465859	0.1295618	0.2226111	0.4665139	0.3201221	0.5395443	0.0082267	0.6624584	0.0748685	0.1340631	0.0517001	0.3992930	0.1878500	0.3592484	0.1190534	0.2610725	0.0443911	0.2682586	0.3489394	0.1062102	0.1387033	0.3934750	0.4100339	0.4431579	0.7709380	0.0863907	0.7188000	0.4795465	0.0024279	0.0299042
0.1225258	0.3959396	0.1069102	0.4813294	0.6754483	0.3601848	0.2266484	0.4642700	0.0377887	0.6334934	0.3759002	0.0015515	0.4358902	0.2206909	0.1265961	0.0405133	0.1215932	0.5786778	0.0498724	0.4120785	0.5474511	0.6527456	0.5952859	0.3652641	0.1630575	0.1345263	0.1412854	0.0279344	0.1989697	0.6140485	0.2617889	0.2484883	0.6017797	0.6482770	0.6972042	0.6053745	0.4468450	0.4017892	0.5987592	0.7036904	0.7347439	0.5918046	0.4700015	0.0957527	0.4710149	0.3833181	0.4403817	0.5206137	0.2825095	0.4387538	0.6853654	0.6931410	0.0144658	0.3431526	0.6816138	0.2958464	0.6560393	0.6960992	0.3180038	0.7208391	0.7943874	0.5575175	0.4310012	0.5636321	0.6826834	0.3451546	0.5653229	0.3694795	0.2835494	0.6126652	0.4439241	0.2433767	0.5337909	0.1849802	0.2738726	0.5918553	0.6166920	0.5227599	0.6918731	0.6529550	0.5464422	0.3662580	0.3814845	0.4434189	0.7645371	0.6927086	0.0041898	0.8154422	0.5705498	0.5447235	0.4472186	0.4640602	0.1264191	0.4262035	0.1689646	0.4489304	0.5611321	0.5045037	0.2340271	0.4060285	0.4461672	0.2560578	0.3358678	0.7223045	0.5516778	0.0391385	0.1918131	0.7003366	0.1709850	0.1302842	0.4516122	0.3951218	0.4826123	0.2477735	0.4607312	0.0339509	0.6612439	0.1688483	0.0369209	0.1625394	0.5502848	0.4005905	0.6655010	0.2495799	0.0186313	0.5248244	0.2110289	0.4809458	0.1330227	0.5187594	0.2617379	0.2241722	0.8009115	0.1661797	0.3530449	0.4889782	0.1506597	0.6480754	0.0248649	0.6517804	0.0032071	0.5475749	0.0395674	0.1551983	0.5303546	0.5080631	0.6962772	0.2057887	0.1416792	0.0006657	0.8754712	0.4740523	0.1913007	0.2843211	0.6228357	0.0001260	0.0255229	0.4582074	0.2840335	0.4831482	0.2189285	0.3396516	0.0959256	0.2695328	0.7457476	0.0146224	0.4620181	0.3965383	0.2643879	0.5238308	0.0311067	0.1237871	0.1134428	0.5076502	0.2789325	0.3127646	0.1114539	0.5532500	0.3252874	0.1109018	0.0948264	0.5594382	0.3228382	0.2488940	0.3123050	0.2626735	0.0513441	0.3821746	0.3706835	0.0135805	0.0839480	0.3243662	0.6311446	0.4461041	0.6272233	0.2090813	0.6793289	0.0670878	0.0090380	0.1634476
0.2389776	0.6847969	0.0804167	0.0517426	0.6360303	0.5079097	0.1188471	0.2452580	0.1246627	0.6602312	0.2339448	0.0021332	0.1481916	0.0038598	0.0003258	0.0338936	0.0754166	0.3493055	0.1011838	0.2630762	0.7159691	0.6640360	0.3624982	0.0948838	0.2028733	0.0996823	0.1300586	0.0032637	0.2671149	0.7110154	0.2457053	0.2908954	0.6882952	0.6875341	0.7381715	0.7273492	0.5135352	0.3994063	0.4122133	0.6662743	0.8193804	0.2763248	0.5911115	0.0053455	0.6804538	0.4655459	0.5346664	0.4313919	0.2554545	0.2313452	0.5142029	0.7629935	0.1820391	0.1986925	0.6833247	0.3463832	0.4910999	0.6745802	0.4861845	0.7655395	0.5094148	0.6985107	0.6396736	0.4698707	0.6849704	0.6007833	0.6249932	0.4699344	0.4078404	0.5647931	0.4556827	0.0675236	0.3419848	0.1047285	0.5602239	0.6723983	0.5000467	0.7736922	0.4910909	0.5120303	0.6566267	0.3286642	0.4517165	0.7316250	0.6225259	0.6138577	0.0829809	0.6877595	0.7722121	0.5243863	0.5972694	0.5943934	0.3065583	0.4256778	0.3186370	0.6530381	0.5522470	0.5681758	0.3865833	0.5136356	0.4052438	0.4866399	0.6395755	0.6956429	0.3975253	0.1138849	0.3671792	0.7513877	0.1060464	0.1027881	0.4792207	0.3901036	0.6452359	0.4165121	0.7719399	0.1757575	0.6923384	0.3600296	0.0578350	0.2872564	0.5985534	0.5584306	0.6750110	0.5061875	0.0016458	0.3709229	0.2717617	0.4136640	0.1358811	0.3672521	0.2730222	0.0402323	0.5487128	0.5061418	0.1644672	0.7099891	0.2245383	0.7192560	0.1309190	0.6022734	0.0064888	0.5956466	0.0285185	0.3045139	0.3699034	0.6107203	0.7406526	0.2426868	0.0457000	0.4458154	0.6510364	0.6744036	0.4617706	0.3180340	0.5562338	0.0059637	0.0035965	0.4732456	0.2000669	0.4376569	0.3409908	0.1368392	0.2586122	0.3002528	0.3423231	0.0072348	0.6745192	0.4107969	0.3360772	0.3775910	0.0125339	0.2480765	0.2620092	0.5418708	0.1251744	0.5346129	0.0939490	0.5802899	0.1603108	0.0036552	0.0602670	0.3879980	0.6763473	0.1990374	0.2452502	0.1779839	0.2414013	0.4706380	0.4293642	0.5243900	0.4639502	0.2120741	0.6829275	0.3814602	0.5563932	0.1310289	0.3757711	0.1206549	0.1049729	0.4808560
0.2542826	0.7389151	0.1305112	0.2430595	0.5450642	0.3415014	0.2346879	0.2795519	0.1635852	0.4056445	0.1963343	0.0055276	0.2466597	0.1190739	0.0455260	0.1714864	0.2651332	0.4784704	0.1247351	0.1886641	0.4951973	0.4691343	0.6079349	0.3906419	0.1058218	0.1115351	0.1320281	0.0898756	0.1414557	0.7239593	0.4812576	0.4652869	0.6952574	0.7044322	0.6822032	0.6008651	0.2725729	0.4387484	0.1633291	0.4049768	0.6000420	0.5159039	0.6102912	0.4990241	0.6478996	0.6015796	0.3251279	0.4650330	0.1610297	0.2181825	0.3089468	0.4033437	0.0397228	0.4561464	0.7609585	0.3344555	0.5289128	0.5697554	0.6251487	0.6197268	0.6887022	0.5798678	0.3490159	0.4876479	0.6577191	0.5611595	0.5412892	0.3699051	0.2149134	0.5438224	0.6476489	0.2329081	0.6693787	0.6052292	0.4956457	0.5987803	0.4261765	0.6962042	0.5796923	0.5674891	0.5851475	0.5376884	0.4301167	0.5763020	0.7332454	0.6560530	0.2493913	0.6514949	0.4066531	0.0798645	0.5730567	0.5574911	0.1131319	0.4796458	0.1758997	0.5036147	0.4854640	0.6803318	0.5110891	0.2919425	0.5166407	0.6075879	0.3835786	0.7262406	0.2603948	0.1509928	0.3747328	0.6201552	0.0358524	0.1095115	0.3436545	0.6952337	0.4374187	0.3367349	0.5420642	0.0702173	0.5946366	0.3425495	0.0695757	0.3810199	0.5712677	0.3104874	0.5567885	0.2298220	0.0175127	0.6252784	0.2512683	0.4377527	0.2057409	0.3121532	0.1718443	0.0677009	0.6040450	0.0841060	0.1924249	0.4832494	0.3442219	0.6196636	0.0776460	0.6380913	0.0781328	0.3725512	0.0573430	0.3604369	0.3396664	0.4531327	0.6095199	0.1603205	0.0348370	0.1702400	0.7058807	0.7406706	0.2811184	0.3031006	0.3814938	0.0076524	0.0049819	0.3344159	0.1330044	0.5025954	0.3852785	0.2413764	0.4965301	0.2877761	0.5899971	0.1416011	0.7202836	0.6094527	0.6361322	0.1791834	0.1490113	0.2042293	0.3201775	0.4010109	0.4697146	0.8276235	0.0171852	0.6405332	0.0747725	0.2029741	0.0502946	0.6145406	0.3009112	0.2118733	0.3192075	0.2744951	0.3081868	0.4144557	0.2617667	0.1675169	0.3423029	0.1027065	0.7115128	0.2095593	0.6306591	0.2872379	0.6137065	0.2822020	0.1267570	0.4331659
0.1382746	0.6298672	0.0556768	0.0620911	0.7104751	0.4324040	0.2378309	0.2993766	0.1877063	0.5500254	0.3592925	0.0005713	0.2406482	0.1143883	0.0000589	0.0617812	0.1763408	0.5066397	0.0400140	0.4625485	0.8607331	0.6159606	0.4245857	0.1635137	0.1682466	0.1298077	0.0742300	0.0485899	0.2367501	0.5912804	0.4889420	0.5594893	0.6291256	0.5923703	0.6396240	0.6038574	0.3773246	0.3049383	0.6544959	0.3399281	0.6809328	0.6061055	0.2403200	0.4095389	0.6553182	0.3427717	0.4565323	0.3018881	0.4146719	0.2333062	0.3103212	0.5102060	0.0368231	0.3163600	0.5915818	0.1640700	0.4775395	0.7256180	0.3418613	0.7740826	0.5865207	0.4260489	0.4770417	0.5111359	0.7008060	0.2664575	0.5462741	0.3126984	0.6242050	0.5378161	0.5918817	0.2576177	0.1711703	0.0764404	0.6399444	0.5778511	0.5395643	0.6939412	0.6066891	0.4512933	0.5080160	0.2201987	0.3104195	0.6271197	0.4782654	0.6505138	0.3610263	0.5962431	0.6085304	0.3824305	0.3736094	0.2730595	0.0538054	0.2986073	0.0883004	0.1435006	0.4532575	0.6003455	0.2296477	0.0083067	0.2157843	0.3948144	0.1969165	0.6909353	0.2166976	0.1097512	0.1302272	0.7930276	0.0645336	0.0757049	0.1934063	0.4990036	0.3304714	0.2207906	0.4211083	0.4161748	0.5514305	0.1362912	0.0581244	0.0917646	0.5608644	0.0709486	0.6936272	0.1752784	0.0175174	0.7272191	0.0340424	0.6212748	0.2446597	0.3267246	0.5799926	0.1152734	0.6501567	0.2452107	0.1384294	0.1970513	0.2114470	0.6650371	0.0188569	0.7629397	0.0160156	0.6213992	0.0305055	0.8026731	0.4541520	0.6385792	0.5119801	0.2523452	0.0279436	0.3006192	0.5349978	0.5471170	0.3305567	0.2415010	0.5510349	0.0048671	0.0208510	0.5916971	0.1528486	0.4759134	0.3872078	0.5962427	0.1010548	0.3377368	0.7438032	0.0856674	0.4786134	0.1136426	0.0807866	0.4716525	0.0875273	0.2054128	0.0572940	0.3809956	0.3079026	0.6267711	0.0314121	0.8063506	0.2047712	0.1417625	0.0454542	0.3259681	0.1030776	0.4207605	0.1819209	0.3384587	0.1875013	0.3104487	0.2740505	0.2818143	0.0442614	0.5673505	0.5012842	0.2817181	0.7126643	0.0582455	0.5534099	0.4164913	0.0515296	0.1450940
0.1114943	0.7331116	0.0843364	0.0210947	0.6348313	0.3037969	0.1028977	0.1833392	0.0544544	0.6334095	0.2166295	0.0000039	0.1137173	0.0546798	0.1808080	0.0453350	0.0815288	0.4502964	0.0678170	0.3176690	0.6188389	0.6521291	0.4294757	0.0674753	0.3292913	0.1406162	0.1202562	0.0380147	0.0513929	0.5084156	0.2764210	0.2023895	0.6648579	0.5995585	0.4988614	0.5331898	0.3120775	0.3737951	0.4760468	0.2007034	0.5476151	0.6852002	0.5018204	0.1962866	0.5436924	0.4240917	0.3596825	0.3833973	0.1423181	0.3453112	0.5326706	0.6612259	0.0048885	0.3067179	0.6622505	0.1370135	0.4373132	0.7247608	0.3592860	0.6565217	0.6422549	0.6555400	0.5426669	0.6398352	0.6903252	0.4130455	0.5254760	0.2785245	0.1252813	0.6317671	0.4581444	0.1773266	0.1534348	0.2206809	0.4793268	0.7196262	0.4011382	0.7356555	0.4990900	0.5244998	0.5749966	0.1413481	0.4273904	0.3993848	0.6835381	0.6784468	0.4700613	0.5984021	0.6331524	0.3169228	0.5761225	0.6192305	0.1774656	0.3815534	0.2207259	0.4300569	0.6756741	0.6484092	0.3280568	0.1988096	0.3589596	0.0898124	0.3016514	0.4969648	0.3328627	0.3100912	0.3957718	0.7167397	0.1359153	0.0942198	0.4023553	0.4277571	0.6256215	0.2395085	0.5862109	0.1399149	0.6884947	0.2108183	0.0662751	0.2995441	0.6437861	0.3587126	0.7941159	0.1401855	0.0086419	0.6156968	0.4596867	0.6691219	0.1260749	0.4947848	0.2779731	0.0930620	0.6582053	0.2566349	0.0824216	0.5855096	0.1667181	0.5552910	0.0943600	0.6141526	0.0029237	0.6294814	0.0219879	0.1346710	0.5199615	0.5328317	0.6493846	0.4355233	0.0578011	0.0516972	0.5735047	0.5082515	0.3246080	0.3851719	0.5337214	0.0002880	0.0032798	0.4862126	0.3966889	0.4057563	0.4376157	0.5553177	0.2612269	0.4245574	0.5569688	0.0014869	0.6008588	0.3721581	0.1115673	0.5178015	0.1617213	0.1717960	0.3170238	0.3320727	0.1721289	0.5799337	0.1893829	0.5414419	0.2944913	0.0010482	0.1254335	0.0787571	0.1840081	0.3095102	0.4229016	0.1543195	0.0933233	0.1688969	0.6249185	0.2713535	0.2537736	0.6802732	0.6676838	0.2803515	0.4785895	0.2025043	0.7317249	0.1470245	0.1584137	0.0635362
0.2803642	0.6861991	0.1671432	0.2011168	0.6842545	0.2907714	0.3064376	0.3399143	0.0953273	0.3569469	0.2985331	0.0049502	0.2415394	0.0989675	0.0003789	0.1160232	0.0555122	0.4494914	0.0611137	0.3261121	0.6997621	0.5359441	0.5185334	0.0186102	0.0516551	0.0708891	0.2137946	0.0811560	0.3120093	0.6681587	0.3698064	0.4181590	0.5506558	0.6271962	0.8168750	0.5900317	0.3901938	0.2186362	0.1928583	0.2450570	0.7131287	0.2016082	0.4816391	0.3984674	0.7366706	0.1781941	0.4688249	0.4645835	0.3161851	0.4249240	0.3765722	0.6758909	0.3756827	0.2036310	0.6261759	0.2194239	0.5606653	0.7378663	0.5429755	0.7119952	0.8344340	0.6476550	0.4162660	0.5514595	0.7271380	0.4883474	0.5880498	0.3683019	0.4696909	0.4553203	0.5318543	0.1830850	0.5603857	0.1806131	0.2729124	0.6180402	0.3947314	0.6368135	0.5842457	0.4753210	0.7562937	0.3543154	0.4348085	0.5724788	0.7665917	0.7474760	0.1550983	0.7042424	0.7780917	0.4202832	0.6602989	0.4471658	0.1191899	0.4615110	0.2102487	0.4663309	0.6047656	0.7187140	0.3495820	0.3834774	0.6461630	0.4815773	0.5750507	0.7798729	0.5992389	0.1692916	0.4540402	0.7102397	0.1688688	0.0348744	0.3015396	0.8292382	0.5607556	0.3533435	0.6044026	0.0916998	0.6938571	0.5431256	0.2372237	0.3488423	0.4256906	0.1970255	0.7151250	0.1688331	0.0086293	0.7757322	0.5192941	0.6207546	0.2468526	0.6126620	0.1365015	0.3747585	0.7641483	0.2552671	0.3357852	0.5126714	0.2111859	0.7761555	0.3024297	0.6601998	0.0235442	0.5732178	0.0103831	0.2498447	0.4592434	0.6878770	0.5507557	0.4738320	0.1124780	0.2772142	0.5366765	0.6125545	0.3645911	0.2127233	0.5075283	0.0309677	0.0069280	0.6884606	0.2205652	0.3845169	0.4581367	0.5876058	0.1205476	0.2293885	0.5567916	0.0251967	0.7086752	0.6000703	0.1135887	0.5822719	0.0072330	0.5888034	0.0224155	0.6786223	0.4293718	0.3914659	0.0566843	0.5939138	0.0607853	0.0013060	0.0619066	0.1868690	0.1290882	0.4339819	0.0579295	0.1522130	0.0585152	0.3382513	0.6740648	0.2077875	0.0417153	0.4708576	0.4368056	0.3757267	0.5646115	0.5059427	0.4841730	0.3987132	0.0324679	0.1534018
