Gene symbol	B cell	CD4 Naive	CD4 Memory	CD8 Naive	CD8 Memory	CD8 Effector	Treg cell	Th cell	Monocytes CD14	Monocytes CD16	DC	pDC	NK	Plasma
RASGRP1	1.895373738	5.096191956	5.067051996	3.337841306	4.923537173	6.193063678	2.970041862	2.433642861	0.501561969	0.640992721	0.140880522	0.767128936	3.807217091	3.579257428
FBXO8	5.652370242	7.183570638	6.778164911	4.789944392	7.115279859	8.511641603	5.207241223	6.343609919	2.691211163	6.060089005	4.633951894	3.180944036	7.394210973	3.544238624
IPO9	1.816013944	1.267341036	1.5373823	1.594365385	1.648585191	2.028887761	0.584145349	0.380043233	1.078986131	1.260011078	0.935436057	1.34141916	2.324492451	1.347995833
PPP3R1	9.788327433	7.548878406	7.374872796	5.890927343	4.802085879	8.182488798	4.670625693	5.339949188	6.044919002	7.773215387	6.764757777	7.584650591	11.90240095	10.46508889
ENOSF1	0.469177145	3.313791026	2.216379522	2.880052347	3.854926567	2.742655056	2.507063985	2.053970462	0.409309961	0.60886985	0.451344274	2.292586525	3.83146129	2.933438454
IP6K1	4.693929045	3.802206015	3.734586847	2.910536442	3.870753518	5.795440866	4.585999225	3.311224088	2.977777537	3.34139508	2.004784697	5.087371557	7.422144342	1.838782143
FAM208A	1.555348601	1.175855314	1.470217079	1.511821387	1.499453443	1.845498405	0.49203698	0.41432168	1.144499152	1.621920845	1.379511757	1.271783482	1.843855771	0.230903734
MGST2	3.932045825	5.571588781	11.36342514	2.422422453	3.202990744	11.10448927	5.858896266	1.822217963	47.82252828	16.71308199	72.24243057	145.2787594	26.02810332	12.27883868
SCYL3	3.444303918	3.088661393	3.259488944	1.89883925	2.051748329	2.502465819	2.756368387	3.617966966	1.119681662	2.135097164	0.96202864	14.67467163	4.08700434	3.418313154
CYB5R4	34.58515214	12.59609036	17.11070206	8.105198234	15.24295706	19.29046696	10.62016095	10.15624433	32.70651414	38.13182894	32.78000441	36.14410485	21.93580257	22.37473841
PTPLB	19.19730437	11.90860131	14.2728586	14.0630148	17.73574994	12.92984815	9.028205764	9.586991815	5.746662603	5.676522102	10.40080946	9.938419957	15.12828939	21.90890502
EFR3A	2.983790787	2.591797372	3.519408082	1.668363649	3.533837116	4.521597197	1.370752011	1.541776462	2.973137689	4.374950286	2.792756469	2.463826316	4.561602558	1.839389621
ENTPD4	1.744617362	2.129032323	2.340585383	1.561209998	2.287467211	2.372372332	1.77977333	1.381180671	1.738548601	2.192294059	0.919352977	3.727339109	4.070634621	3.348851131
OXCT1	6.196649524	5.850544459	7.884233588	4.641502628	5.504254221	6.80340876	6.974165101	5.470758215	0.683647648	1.724094962	2.581070752	3.63402258	5.765058152	6.189711207
INTS6	1.347367601	1.363278564	1.688388661	0.995250012	2.277146933	1.895836907	2.345140757	1.142477946	0.741020104	0.962707252	0.90055752	3.346109467	2.404565742	2.834099088
TTC37	2.579421471	2.061258455	2.418036074	2.201746787	2.959356633	1.876308819	1.696127237	1.302952615	1.782973902	0.978324645	2.081949832	5.858876134	2.664966307	3.968764669
TBC1D7	4.287186029	1.840621462	2.05432093	3.598320132	2.324586112	2.406992784	2.070936842	2.777593528	4.737920972	3.091606882	7.758019539	5.854436663	5.239094845	6.979996485
ELP3	5.285633825	3.691258751	4.923324318	2.861601349	5.77551626	6.679137606	5.082336906	5.917610899	2.348151748	5.560689058	2.948646583	7.537640345	7.606899109	1.634726282
PARP8	2.372541979	3.246304138	4.418145771	3.952160669	8.622705269	7.452095231	2.133524296	1.816935135	2.413552256	0.720520305	2.32800881	2.182318991	10.80854777	2.762087176
SLC4A7	1.232784652	1.257353753	1.988287211	1.098421811	1.996065956	2.850350485	1.204645922	1.395030821	0.52054592	0.517751679	1.057973012	2.666684569	2.154798627	0.254232418
RFFL	1.821140928	3.428810325	3.260572021	2.85766153	3.256670918	3.936865848	1.403779383	1.489245479	1.928372424	1.13338749	0.63116326	1.38623307	3.922483001	0
KIAA0319L	2.028815012	1.91770694	2.165796139	2.034042759	2.580670086	3.101332315	1.007595509	1.08822681	6.958170714	1.714412204	2.825430433	1.971994972	2.662050206	2.63252479
NT5C2	4.198029909	2.69559178	3.419242807	2.423406361	4.276472462	4.690243303	1.519057258	2.701278376	6.365548447	7.3209745	4.946960246	7.503372513	5.619719372	5.022240161
PTPN4	1.639780756	3.016757007	3.808360236	3.110130148	4.99855342	8.859819772	2.306602575	2.002866022	0.581474156	0.781062875	0.617506718	2.250992392	17.25349462	1.494888016
PRKCQ	0.970245957	5.583119536	7.332688352	5.46128446	6.134780439	9.499901426	6.507342125	5.573526698	0.439012652	0.321748389	0.858650199	1.129646238	11.96250001	0
ANKH	1.588312323	4.73539491	4.073474487	3.148259776	2.750553934	4.192688147	5.259720203	4.00182836	0.898253177	1.977128485	2.48831809	0.373076047	3.208792495	0
ABLIM1	3.443447297	5.581423916	2.805632604	4.86212412	2.516665703	2.302404643	1.886266636	2.368913384	0.616734125	0.889004607	0.98541341	1.618553044	3.772530455	1.666451169
ADSL	32.46213585	47.99191928	57.14248214	39.34337362	48.93362777	33.61903067	61.36308833	65.85594987	36.25373102	43.36291868	52.85291358	26.88912027	56.03127716	83.15998303
ADTRP	1.605728716	45.97792433	11.85334931	5.453588039	0	1.183289102	29.85476738	38.02611758	0.809504111	0.65162616	0.898410995	1.381693461	1.022531607	1.327732024
ARL4A	39.46339077	24.68127194	23.88766981	20.83984734	23.29474949	14.27047584	20.29920323	10.05432335	33.11792351	43.14804775	26.42824781	15.68374214	17.25375825	10.75479302
ARL6IP6	18.64043439	12.99758396	21.75081416	11.98324541	16.99095395	20.30749146	20.26239602	18.54187617	9.077870531	14.53992661	12.97450425	36.94005937	19.77804069	25.62976616
ATP6V1H	19.3047469	15.51263232	17.2792885	18.13670706	15.1670036	23.66475985	16.0836553	12.99874923	7.456007934	10.47402412	19.69691528	37.63409146	39.86692748	14.53018069
CDKN2D	102.1017855	62.41794601	80.63609527	61.32085056	82.05880832	136.5837472	86.00157573	88.84274002	115.351774	163.4825389	70.98866374	259.9110019	246.1538943	22.21419973
CHMP7	16.29051457	21.4946489	12.03827847	16.60592881	10.15737047	8.183571572	11.41163803	16.9307284	4.490667212	4.886128384	4.711819402	3.992247402	7.079352312	6.167845065
COX16	57.99112801	48.53928458	51.33175461	42.10099783	57.44603421	61.03931636	62.48795205	62.61099919	50.70268756	58.68238603	57.17752187	73.95547249	80.86841036	89.69968004
CUEDC2	54.02073771	45.30537982	51.09226475	53.60221136	43.5567303	57.92277014	70.23661948	67.17537057	88.24348281	63.68612539	77.74332212	96.82159717	100.0781167	55.58606493
CYHR1	9.25128684	12.43839779	9.037173176	8.539309937	7.014370965	7.013450033	16.43676231	17.74416605	9.65361476	6.862302427	10.8981133	13.88715288	8.476041211	11.78833443
DCAF11	9.984070808	7.663802629	9.304552378	9.798109663	7.13292003	12.66199907	12.44839477	10.47904364	7.923785642	6.092765598	7.352026138	15.27451667	20.26640346	11.33886085
FAM175A	12.12604517	14.18283686	10.93292792	14.27559297	9.44927845	7.767931096	9.981238101	15.52540134	3.727584975	7.923907479	9.104864985	5.574821604	9.276860682	3.61672298
GLRX3	44.27108668	34.39118175	50.5108366	34.82946522	41.59460896	61.71428465	54.97782444	43.71408028	42.54328142	50.67641604	63.88027309	45.04005636	84.68319041	76.6105398
GSTM3	0.935934831	9.84735708	5.798414189	8.251322187	8.502789268	5.607735953	7.607154356	8.763604255	0.393241413	0.696290614	1.105319621	0	2.717502557	0.786195272
HSBP1L1	6.471446954	49.87317154	29.65263834	53.72401424	35.434557	17.08696688	49.91461714	51.77623298	12.54014454	4.893140248	1.746970826	13.35240267	29.75534932	15.44261005
KMT2C	1.829309597	1.32124017	1.295947372	1.262669082	1.35882859	1.712095649	0.798796571	0.754101902	1.574773534	2.309559085	2.498800295	1.125503964	2.203905804	0.70001119
LEMD2	7.938468124	8.602079086	9.577135113	7.393677794	8.349513489	9.868402498	10.32990834	9.758155325	4.664837578	6.600985101	3.592573221	10.18645423	12.26880113	6.745532258
LENG1	72.59605818	78.62623036	78.69398993	59.33104805	91.53255909	100.0693348	130.3309611	114.9581366	54.23552549	77.76143811	65.86065764	53.86537564	107.5052294	34.84885478
LPXN	14.95869804	17.4094628	20.85109343	19.69262979	27.76036417	27.03314493	31.18149069	33.57644468	14.31125895	5.915047922	21.93719042	22.14366185	34.79828514	11.92082406
MIF4GD	48.23235511	30.68101633	36.12538937	41.28531639	41.53952418	79.57883138	52.86106722	60.37199201	53.76495411	29.60317921	87.99803704	179.3888731	109.0734159	76.39255441
MKKS	16.93339849	19.08488615	15.82052727	20.36081968	13.46356287	17.50999092	17.66241245	17.62344408	23.58146103	15.54313245	22.56504792	31.94652727	22.78768071	35.4967207
MRPL24	66.40844902	63.13068352	71.25591886	73.72202747	66.90352351	70.07014429	108.361761	105.8093624	37.94967904	42.42709667	53.52280796	107.2655844	81.83926247	180.4827032
MRPL42	11.47204357	10.31895817	9.425569981	6.995352226	8.224467385	9.014615917	8.386692484	4.567440328	4.494286664	6.325823707	7.48204192	7.899058562	11.45009718	9.568603618
NELL2	1.261224733	14.47759755	9.229641272	34.46947342	25.56084313	6.05288593	2.620703263	8.590138612	0.785664312	0.946665485	0.387756285	1.956558412	1.209784512	1.070638928
NMD3	9.00480049	8.923226376	8.47362661	10.15693234	7.778079028	8.668020086	6.285508287	9.852915951	3.653595237	4.029152687	4.633751337	8.913796645	8.363574984	9.490791487
NSMCE4A	23.39824731	16.2850911	19.36916475	15.41155624	18.05145209	24.28596291	21.50627144	20.90389074	12.22493794	18.5468967	15.86076318	24.68055253	23.7899341	18.59213003
NT5C	182.5904191	50.91807722	59.01132254	69.14096549	94.49654506	106.2579192	114.1965202	90.71203701	52.81433247	90.57986949	86.95835159	131.6980711	218.0442025	185.9545155
PDHB	59.47550203	48.16124801	52.69892701	50.82186982	50.31535494	64.52833136	57.23403099	57.00189084	47.7849297	70.01451834	70.22898528	84.51936674	109.028372	111.3927205
PGS1	4.901391949	5.183973254	4.809416507	3.697495725	5.979918973	5.121214808	7.752573141	7.151910749	3.291037757	2.18514098	2.812507834	7.276131915	4.599017658	3.298585917
POLR2H	57.57002705	73.36047985	67.23522768	74.45959222	62.33633046	80.26775403	76.54792582	74.28665664	42.71152155	51.59569417	52.6113199	115.1444907	114.6068144	94.7894317
PRKCA	0.283332433	4.742661164	3.069806606	3.829921299	2.443786281	0.958222638	2.766185304	2.994865562	0.886469572	0.813149436	2.120401271	2.826596107	1.369832674	0.32988171
RAB5A	14.78621334	18.00332265	19.55010642	17.64613836	17.37982906	22.59135411	21.95467865	15.72292878	13.23432685	18.66088619	19.69668785	27.14308833	29.08471932	25.89570025
REEP5	48.06934664	21.93324372	43.13764513	15.52191612	48.85151666	56.64111982	47.72066886	34.28752611	82.55948039	95.90457516	64.33521307	68.9928857	63.7534102	115.5438601
SMIM20	71.81363297	69.13401114	67.12215241	71.45560706	64.50920485	57.80207959	73.40906855	86.31297987	56.6314898	49.23132221	47.72858082	86.9300941	57.11070978	68.55137449
THRAP3	21.90513971	13.02288645	14.84975658	13.10824239	15.06072111	20.94255078	14.58426725	16.71233156	17.44295236	17.41292227	21.30588476	24.54612851	28.66762809	22.72945611
TMED3	23.28116965	26.03557178	25.33725447	24.94436927	35.15337387	33.39976877	38.5719156	36.20425424	27.66984335	33.9288388	36.10209756	71.55388537	44.76493377	110.1394156
TOMM7	1318.483182	1877.30122	1649.123472	1508.514428	1464.212384	1442.810806	1022.621642	1003.851254	1172.874154	1063.730927	943.7664847	1134.38455	1007.791253	600.5931289
XPO6	4.688170158	4.614197637	5.653854515	5.513356899	7.155171637	5.814003559	2.117962957	2.495333877	6.814577095	5.614298331	5.767790574	8.511287164	6.250167373	3.090466655
ZNF430	11.0340391	11.82212166	9.290437774	10.61018786	11.60279288	12.77481227	7.907308885	9.263107082	3.257927464	3.977774012	3.73246834	6.251201219	11.49645099	6.268717228
CFP	4.069673198	7.896753081	7.906873471	4.964422633	3.140483714	3.849621937	6.061228106	8.414674428	160.083526	146.0544133	144.4679739	6.789054613	4.592621859	1.852952224
CD79B	2046.030792	39.48845006	63.60491374	31.31431275	39.13397011	46.89076814	68.01435587	54.06585463	27.0013327	358.708529	51.85694786	20.67278095	147.6464852	359.7689206
TCF7	7.604188824	61.8953543	43.76167113	56.06115052	49.49305453	25.15692628	18.77154407	34.02104997	5.370818691	5.189052248	6.769940403	11.26652449	12.89728636	6.928332589
LCK	22.50805023	181.9475311	188.8852202	180.4053714	210.921608	272.7621942	292.5915392	261.6180644	5.5710283	9.823773698	6.59054288	4.535881162	196.6117981	12.78221269
SPOCK2	8.83100511	29.41719231	39.11076988	28.67923346	31.28585106	32.52552196	43.21136762	32.08445092	1.63252432	1.703167462	1.926485449	1.985622823	27.02607523	2.270842704
LY9	17.51546995	19.3368172	18.95322364	21.40439155	24.76033799	24.1212195	18.8387736	22.62156929	1.367895207	1.416978271	3.160840658	17.04921152	11.42820087	16.56623096
BLK	74.62988276	1.27171955	1.368512779	3.076906255	0.961041844	1.540394061	0.836191009	0.430549617	0.326732395	0.809457303	1.03353566	24.32652374	1.526706631	18.26424457
CD200	40.48987925	1.245992796	0.860893576	0	0.700952867	0.890605532	1.555325044	1.314859916	0.134242446	0.933038615	0.402457823	2.89254466	0.865775278	1.770933286
CXCR5	21.37041994	1.844041004	1.414087081	1.123551807	0.993125313	1.478797325	0.914462538	1.319919364	0.343878425	0.624793292	0.200423518	0	1.039976995	1.597214646
EHD3	1.292092258	0.38787084	0.207875527	0.07589798	0.213434581	0.666748065	0.239121519	0.213796863	0.126482133	0.19115909	0	0	1.064301504	0.6123697
FCRL1	48.3526917	1.199035825	0.883392033	0.652535817	1.654802509	1.303273341	0.851202494	0	1.147860699	1.031639134	0.515552181	0	1.528508158	9.864424589
GIMAP4	21.44545352	260.549967	262.096199	206.0935229	236.2301117	298.747198	153.2955885	199.033382	157.3184633	171.9750889	73.89123881	16.93561107	280.669558	20.08670067
ITPR1	2.303694757	0.483095579	0.662908874	0.657567773	0.565617606	0.711063454	0.309278266	0.135653146	0.518688983	0.444442735	0.669678511	1.223320837	0.791796814	0.965396309
KAT2A	9.862536297	3.228446361	3.226014777	4.20763865	3.94957426	3.42686896	5.218953264	6.173059016	0.561018403	0.739787307	3.418371166	5.474817597	3.064383484	2.677333334
KIAA1407	8.183796463	0.550631818	0.935167099	0.663613296	0.569165004	0.819431972	0.69255732	0.12616999	0.355109265	0.613233752	0.286769671	2.131093178	1.274088951	1.434127043
KIF20B	2.823102504	1.715013953	1.637858006	1.942257258	1.198656426	2.863371051	0.84044787	1.233482448	0.393676064	1.046516117	0.531351311	4.166288234	2.334925814	3.266588948
LMF1	4.240307887	3.477925737	3.310852451	3.793839106	1.737068702	3.783991244	2.844935935	3.894769849	1.669877618	2.188789744	4.102572579	8.232373253	4.81271823	13.18479136
LTBP3	5.343774953	2.384495419	2.407998266	2.401346326	2.2602164	2.52924252	3.22074678	3.576394931	0.961559195	1.376204534	2.673475245	2.578412051	4.006834313	3.384528106
MICAL3	1.512498697	0.088104909	0.245775247	0.156250074	0.143232821	0.232083394	0.113797687	0.063725522	0.065513489	0.025281763	0.135853474	0.455941325	0.213034665	0.077549674
MS4A1	332.1826752	3.33826424	4.112320977	3.914675269	5.642916639	5.873225788	0.379899044	0.093467644	3.621221991	5.333660597	6.038113952	3.669111049	6.262559806	12.79077679
MTSS1	11.41721168	2.494200343	2.978983033	1.680321506	1.860336023	5.708951812	1.07553943	1.420115916	4.758198042	27.11399286	2.341116767	0.778763267	9.727933639	4.62467279
MYO1C	2.679448572	0.533678583	1.254596982	0.070418524	1.113437219	0.574093458	1.060999443	0.304985018	0.327118544	0.572121339	0.22850739	3.511085912	0.304140216	6.213529842
NFX1	4.575835999	2.823884104	2.69073976	3.915595262	3.149964205	2.395743628	2.582525065	2.05868208	1.88210708	2.098084366	3.066388972	6.069147287	3.094985064	2.684250053
NOC3L	5.364036086	1.788049232	1.919152626	1.953646533	1.789230081	1.481881663	1.944613093	1.439843913	0.690472416	1.147496799	1.308410004	4.818053507	2.102108479	6.672470862
NT5E	10.26920916	1.531691494	0.779903262	6.80438273	6.966512497	1.017858527	0.48040899	0.431047648	0.351620153	0.43458231	0.350566191	0	0.615619926	0
PKIG	161.8099432	2.204926096	2.336829827	7.093659399	2.77105638	2.431323783	1.279754746	3.307459958	1.352285246	1.678816208	7.179538337	45.09570482	2.707078699	19.75019532
PRDM2	6.403267554	2.369845476	2.74860114	3.297421751	2.893573675	3.517764837	1.413187931	0.844716864	2.515344266	2.284594158	1.501202214	4.972957893	4.607246966	2.3107322
PXK	25.0337763	4.645412455	5.858003265	2.634315344	5.64593274	6.525054556	4.505929732	3.998361695	9.231842449	9.298225396	9.074386894	11.27899104	13.98527379	3.856723179
RABEP2	18.89432946	3.115303283	3.729669158	3.149242243	7.53206197	7.580618462	7.059291746	5.556369388	2.423701058	5.340142868	5.097989944	5.115390876	12.73607092	59.41688525
RALGPS2	17.88010459	0.819323376	0.61394508	0.994473547	0.461100304	0.589359167	0.24198915	0.212593067	0.587544989	0.921453853	0.526049097	0.442734196	0.949022997	3.785182281
REXO4	17.83075771	13.05713228	12.70521295	14.91198848	14.57356253	15.46665854	16.31225833	12.15078955	6.122013193	6.588093918	8.190900956	12.57801049	19.86046901	9.341564441
SEMA4B	6.809452285	0.737539729	0.529534409	0.578330049	0.397502974	0.63766734	0.256141825	0.856351359	1.243218599	1.611766158	0.962322313	0	1.546924438	1.565677155
SIAH1	6.748966147	3.667253767	2.537658127	4.973983576	3.041741964	2.61997224	2.673885449	3.490308794	2.830071184	2.06548017	3.667670057	7.716309209	3.710318296	3.739177092
SKAP1	17.66976915	58.28502599	71.99145925	48.8480493	56.77698156	99.17766898	115.7977515	91.10652887	2.49844475	5.330391729	2.563741654	1.050707932	121.8199135	7.900072048
SNX22	12.80145907	0.791988667	0.748221074	0.828503173	0.72847957	1.065572328	0.45826805	0.771052228	0.611719084	0.759362788	2.027033543	1.298798992	1.021866355	3.459540336
SWAP70	32.70418592	0.627743657	0.538450871	0.85219215	0.475292558	1.096335554	0.755409991	0.320291834	2.853737558	8.671252236	2.309090815	1.536033626	1.634068302	4.296532809
UAP1	10.04174914	6.364228763	9.592365815	8.078695668	8.293630523	24.96140699	9.98730029	7.701974851	2.020849405	2.6838714	4.811045355	8.630161608	27.42793564	57.1651042
VCPKMT	22.00737108	9.590113966	8.707443501	8.510600226	10.50663268	12.99571185	6.324483534	7.142019829	2.436703833	3.259969784	5.610968796	11.11552776	11.49249523	3.65758736
WDR34	19.42665658	0.82613961	1.05306792	1.181005824	1.381766699	1.046906753	0.824011604	0.185233039	0.355352708	2.247148887	0.893958831	2.183196425	1.248372956	9.213365233
ZAP70	4.296172517	31.31670356	34.58788626	32.20357037	47.06131928	74.31338073	63.16286309	64.39891362	2.597278648	3.061784056	2.549525787	2.66984071	143.3549614	5.700677134
ZNF395	3.485033865	1.483588668	1.079760496	1.077776517	1.730736263	1.447020441	1.054293364	0.719734279	1.107910283	0.147596582	0.433318887	1.715166044	0.886844957	0.697248326
ACP5	33.11568983	9.858398745	10.27553987	7.504140501	10.94072046	14.76392768	19.66874263	15.08124374	10.70017022	9.398745044	4.808425046	33.14074887	13.80241304	49.77826262
FAIM3	125.9355763	62.18845421	40.43525365	50.40027547	36.52621946	48.68495519	65.90470893	57.32091031	4.227897529	6.881534293	8.006468683	11.61235978	53.94782476	30.90923614
CD40	79.93118584	2.590292596	1.795269365	2.210594892	3.319493848	3.8779575	1.350696363	1.302726963	9.410335201	9.558414922	11.0271151	9.339166169	8.5695504	26.20449993
ZBTB32	7.793370199	0.518423563	0.738597894	1.70897375	0.649075431	1.087978712	3.756283896	0.984211656	0.068369106	0	0	0	0	30.48924596
AIM2	40.11637849	2.354741227	7.368695537	1.220324405	4.569244697	7.964227306	3.399132091	0.989368337	5.727388544	10.17670147	4.265692163	0	1.768488998	80.47387095
MAP4K2	9.427768012	5.270023829	6.097583775	3.811514503	3.833703442	5.450215939	7.422300179	9.616776886	3.145702551	8.319778174	4.413056811	5.962523454	4.551229007	11.78861283
P2RY10	53.46373202	16.64402484	19.18467082	11.79292306	10.67472685	17.70995524	17.75604557	10.97240726	0.852310333	10.10295694	4.343343074	4.299081319	8.28880629	16.32972368
CD4	2.114897391	15.9965615	21.82114633	2.598124697	1.953318614	3.090729266	21.61549067	19.24881646	32.28922553	26.99409663	31.66239442	104.6665792	2.883356061	2.267443243
ALOX5	44.02824818	2.626736633	5.378130362	2.26989112	9.560735871	1.902869832	0.233998437	0.300711363	44.02998218	48.72617261	32.51070479	2.438173709	3.70806886	6.688631776
BCL7A	17.22527111	0.715986494	0.640608918	0.962152699	1.421184769	0.416200281	0.871303106	0.734945693	0.273859323	0.486386941	4.104400838	13.26435541	0.789040695	0.673067789
STAP1	40.20404128	2.821326415	1.579382412	1.271542391	0.223137354	0.784831745	0.311828219	0.287530576	1.009854923	0.602301399	0.39294157	27.397751	6.029032974	17.72335254
LEF1	3.335945017	59.62711447	34.32921144	66.03101078	20.14614993	6.955736942	55.9406769	66.87020009	2.840135408	3.096873924	2.788349876	3.940971976	4.486313849	4.083195997
PASK	0.67505803	8.976463307	8.399337921	13.22805251	7.21920448	2.560086527	9.956436366	12.26096238	0.447544019	0.500734844	0.528154613	1.000476463	0.547271884	3.18133958
RASGRP3	10.33030109	0.787766733	0.724014507	0.388491379	0.996818887	0.53969097	0.414057676	0.479465397	0.306507693	0.300435077	0.207913892	0	0.554775816	16.32449777
