glpT	glpR	glpX	glpF	glpK	glpD	glpQ	glpC	glpB	glpA	flhD	flhE	flhC	flgC	fliS	ygdB	fliH	fliL	flgB	ycgR	fliG	flgN	gltI	fliI	fliO	fliF	gltL	flgG	fliR	flgD	hdfR	flhB	ppdC	fliK	ppdA	fliM	fliJ	recC	flgA	flgJ	flgI	fliN	gltJ	flhA	ppdB	fliQ	fliT	flgH	ygbK	fliP	flgM	gltK	flgE	fliD	yhjH	flgF	fliE	qseB	yecR	lrhA	hydN	mdh	fliY	hypF	fliZ	fliA	mglB	ccmD	ccmA	ccmC	mglA	ccmH	ccmB	modE	ccmE	narP	ccmG	ccmF	napC	napA	napF	napD	napH	narL	napB	napG	iscR	nrfG	nrfE	nrfB	nrfF	nrfA	nrfD	nrfC	hyaA	hyaE	hyaC	hyaF	appY	hyaB	hyaD	ydhT	fdnH	ydhV	fdnG	fdnI	ydhY	ydhU	ydhW	ydhX	hcr	yeaR	nsrR	ytfE	hcp	yoaG	fdhF	hycC	hycH	fhlA	hycA	hycE	hycD	hycG	hycB	hycI	hycF	hypA	hypD	hypC	hypE	hypB	fnr	dmsC	norV	dmsB	dmsA	norW	norR	dcuS	pheM	rplT	ynfE	ynfG	ygbA	ynfH	narX	ynfF	dmsD	nikE	nikR	nikC	nikA	nikD	nikB	moeB	frdD	moaE	cydD	dcuA	frdC	dcuR	frdA	frdB	dcuB	fumB	moaA	moaD	cueR	moaB	moaC	aspA	moeA	cydC	hyfB	hyfI	hyfC	hyfR	hyfH	hyfG	hyfF	focB	hyfE	hyfD	hyfJ	hyfA	hmp	nirC	nirB	nirD	cysG	aceE	narK	ubiC	adhE	ubiA	aceF	wzxE	rpsI	yeaE
0.0652885	0.6849821	0.1166268	0.2382547	0.2305727	0.0019123	0.2938152	0.7123886	0.3528959	0.0767577	0.6811350	0.3069414	0.0935665	0.6228533	0.4920526	0.0003984	0.5718931	0.0169432	0.0719279	0.4917855	0.5605044	0.2605078	0.0006695	0.5990272	0.6409976	0.4723610	0.0894610	0.0000174	0.0119648	0.3945130	0.5945848	0.3563963	0.3462911	0.0493670	0.5720140	0.0069033	0.5328079	0.3796043	0.3393478	0.6051636	0.3615877	0.3062886	0.5378079	0.2854246	0.0877390	0.3751362	0.0891797	0.2604124	0.3212561	0.1603196	0.0938860	0.6524123	0.4330667	0.1268921	0.4810219	0.3617532	0.2340314	0.4869612	0.0837887	0.6199027	0.5869595	0.6370192	0.0252033	0.2356291	0.2396571	0.0307644	0.7290311	0.2700343	0.6898886	0.5971693	0.3116722	0.0001127	0.0780279	0.6136204	0.3840710	0.5703485	0.3037805	0.5365954	0.1288045	0.3623518	0.7479721	0.4866148	0.2514856	0.7541652	0.1284305	0.0830289	0.6750427	0.4610856	0.7029469	0.4893457	0.4001493	0.1986762	0.1179085	0.3069340	0.2964510	0.1252748	0.0669051	0.2957142	0.3731692	0.1089528	0.2864213	0.0575909	0.1179130	0.3282476	0.4505146	0.6151193	0.1291954	0.0422779	0.1775900	0.2374612	0.6384017	0.6174422	0.7114986	0.5025429	0.0653286	0.4618391	0.5470149	0.3485192	0.1311118	0.1640698	0.0003697	0.6855152	0.3336917	0.1741833	0.1152149	0.0510798	0.4218835	0.1378842	0.0004807	0.5884602	0.3517703	0.0252261	0.1556974	0.1191138	0.3720005	0.5313949	0.3758732	0.6615891	0.2119944	0.0197750	0.3491420	0.2804068	0.0120609	0.0448417	0.3406438	0.1986686	0.4572928	0.0003951	0.1046912	0.2207166	0.1543493	0.0907742	0.1229098	0.5046465	0.4424706	0.5043118	0.1265900	0.1467872	0.0000541	0.0826485	0.2527495	0.0481823	0.0993742	0.0559569	0.0144813	0.1010054	0.0159399	0.2169406	0.5751932	0.5630201	0.0109094	0.2032898	0.3759868	0.4447842	0.3927017	0.4652549	0.0918053	0.4390419	0.3136320	0.0310913	0.1397574	0.1147400	0.6805992	0.5326083	0.4475735	0.4128019	0.2023495	0.4278448	0.6368866	0.3689206	0.2547451	0.1173188	0.1740227	0.2547910	0.3689414	0.5890425	0.0891971	0.0019117	0.5228808	0.2583191
0.1374401	0.6463939	0.0778783	0.1796271	0.3933782	0.0021012	0.2813854	0.5089482	0.4465399	0.2249402	0.5796966	0.2879533	0.0444576	0.3684702	0.5696778	0.0585953	0.4215414	0.0663270	0.0002581	0.3522134	0.3498386	0.4751897	0.0004362	0.8041036	0.2685388	0.4068395	0.0002171	0.0008073	0.1973090	0.3203240	0.6789891	0.3132245	0.3359978	0.0116492	0.3765810	0.2608217	0.3428412	0.3568851	0.2931967	0.3305961	0.1683811	0.2785528	0.6206537	0.4261177	0.2177249	0.2750355	0.0659068	0.2548188	0.5785444	0.1359707	0.0781743	0.2042425	0.4981182	0.4482892	0.3969928	0.2799061	0.1518924	0.4167442	0.3151989	0.7105084	0.3188646	0.5734589	0.0014916	0.1761844	0.1904482	0.0245870	0.6991410	0.5058559	0.3783879	0.7499977	0.4038415	0.1561715	0.4778874	0.7428133	0.4970012	0.6707106	0.6821093	0.5213616	0.4829645	0.3323519	0.4858863	0.6736260	0.7257767	0.6405783	0.2471526	0.1954327	0.6193524	0.4935565	0.6150339	0.4262270	0.4107691	0.1615736	0.5495500	0.3075496	0.2117278	0.1319431	0.0267449	0.4304851	0.5141603	0.0444456	0.2373416	0.0078101	0.0175567	0.5321487	0.6216865	0.6105195	0.5327659	0.5542987	0.5130207	0.2177079	0.5317574	0.5828615	0.7402187	0.6412624	0.3858161	0.4003841	0.3179141	0.4307072	0.0596358	0.5267975	0.2790530	0.4363529	0.4161236	0.6300237	0.3537011	0.0599809	0.6188823	0.4268907	0.2783956	0.4681192	0.4674325	0.1282335	0.8433312	0.3196895	0.3156190	0.5359584	0.3179095	0.2017080	0.1568763	0.2760584	0.0636843	0.0919258	0.0445401	0.5130288	0.0209779	0.0018868	0.2716168	0.3162459	0.0029970	0.4116120	0.3973567	0.0551381	0.3917571	0.7613596	0.4072342	0.0273893	0.3162572	0.6299575	0.2746590	0.0955318	0.0749638	0.0657361	0.0383389	0.1317651	0.0601313	0.5226377	0.0061778	0.0418749	0.5642839	0.5334131	0.1703024	0.4535385	0.0393463	0.5427203	0.0926846	0.0110166	0.0005261	0.0463978	0.5576567	0.0002378	0.2979918	0.4425761	0.0156210	0.0078317	0.2660656	0.0024749	0.0398939	0.5297206	0.6842810	0.6553412	0.6522884	0.2058405	0.4175886	0.0817868	0.4462395	0.0478388	0.6583870	0.0196081	0.0453005	0.1501051
0.5883600	0.3748699	0.4363478	0.1860167	0.4124106	0.0059266	0.2444552	0.4168347	0.5974899	0.4020328	0.5055556	0.3655773	0.0519508	0.3617520	0.5050000	0.1385989	0.7159527	0.1050069	0.0000291	0.3029418	0.2813079	0.2400452	0.0585546	0.7009450	0.3679530	0.4274452	0.0198654	0.1157596	0.0003346	0.3074764	0.6926909	0.4072236	0.7494616	0.0044937	0.3389137	0.0140313	0.3879914	0.4080198	0.4409412	0.5209651	0.2184514	0.2196968	0.7346698	0.3718316	0.0450114	0.2056548	0.0004010	0.1910415	0.4222301	0.3432031	0.0000928	0.4103474	0.3668314	0.0054587	0.4083317	0.2747151	0.1458887	0.6780368	0.3286002	0.6152264	0.3662963	0.4877297	0.1922087	0.2357896	0.4425769	0.1548604	0.6732815	0.3829521	0.6665227	0.6910436	0.4893560	0.0095676	0.5894895	0.4666043	0.4552665	0.6912339	0.5533961	0.6278917	0.4029267	0.0817443	0.5932830	0.4446130	0.7311516	0.4934091	0.1253680	0.1633046	0.6030209	0.7446217	0.6887456	0.4234479	0.4587142	0.2044808	0.4115275	0.5574828	0.3397911	0.0145387	0.1622422	0.3346685	0.4137870	0.3519561	0.0000117	0.0019525	0.0564893	0.5874499	0.3703610	0.5209496	0.4058623	0.4514162	0.7052524	0.0671637	0.5791698	0.7546693	0.7011058	0.4202404	0.5401822	0.4788219	0.3943343	0.5492025	0.0724494	0.4024488	0.2481231	0.5177639	0.3363139	0.4059285	0.3116581	0.0006371	0.3891883	0.1982989	0.2823337	0.5353530	0.5088333	0.0841876	0.5386695	0.0143536	0.3783249	0.5305658	0.4215164	0.1946937	0.1974377	0.0379563	0.0784700	0.0986732	0.2021203	0.5847601	0.0846546	0.1682727	0.1083449	0.1438464	0.0036261	0.5980408	0.5596781	0.0159256	0.4166804	0.5920106	0.4159133	0.3075278	0.4938656	0.5677348	0.0863226	0.1004596	0.3564025	0.4517049	0.3270777	0.2941899	0.3640805	0.5036142	0.0704715	0.1166067	0.7140669	0.6488145	0.0014302	0.5701992	0.0481366	0.3800118	0.1329847	0.2068841	0.0005000	0.0214379	0.3963619	0.0658881	0.1143098	0.0276099	0.2185519	0.0063560	0.1185878	0.0004651	0.0604416	0.5569540	0.6012378	0.7008092	0.4272712	0.2219890	0.3078120	0.1466306	0.6202430	0.1790897	0.6933417	0.0348984	0.0801601	0.2030051
0.1323637	0.8253089	0.1055943	0.2018718	0.3528743	0.0153013	0.4123593	0.2942149	0.2895880	0.2894478	0.5757763	0.6766057	0.2237306	0.4604829	0.7861787	0.1624596	0.5045051	0.5660178	0.2107556	0.5302000	0.5019956	0.2832963	0.1333462	0.5484448	0.5841510	0.6746891	0.4391678	0.0778153	0.0279232	0.5771194	0.6131112	0.2381652	0.4019405	0.1630659	0.3271685	0.0315646	0.8309323	0.3448224	0.3660809	0.6776766	0.2172786	0.2440560	0.5746511	0.4410661	0.5482213	0.3097704	0.1828387	0.1997341	0.5234113	0.2425978	0.3648825	0.2143701	0.5021533	0.5851207	0.5816893	0.4174363	0.6535224	0.3263906	0.5225514	0.6835688	0.6175790	0.4746835	0.3494059	0.5435461	0.6529523	0.2714199	0.0529448	0.6476036	0.7263186	0.6955613	0.3026018	0.3377806	0.4143871	0.6957859	0.4449173	0.5598762	0.7145967	0.5185258	0.4138454	0.2636092	0.7285290	0.5143508	0.7684666	0.4849512	0.6715106	0.0562123	0.5497605	0.7869432	0.7311177	0.4156163	0.5698291	0.2264753	0.3153595	0.5594029	0.3018376	0.0474045	0.1098076	0.1617244	0.4743626	0.1511943	0.3680031	0.0089875	0.0008722	0.5977035	0.2958009	0.3940253	0.5305126	0.2785669	0.3098558	0.3921968	0.6307963	0.6387125	0.6632406	0.5163892	0.2141233	0.6258701	0.3546852	0.5203950	0.1034698	0.3599012	0.0360606	0.4331523	0.4356217	0.3240815	0.1553201	0.3455678	0.6722461	0.2246801	0.2784754	0.5653233	0.2091675	0.0803263	0.7524290	0.1699358	0.4727710	0.8110238	0.4557108	0.2694161	0.3057840	0.0486358	0.0211144	0.0359413	0.2856588	0.2382011	0.0519656	0.0005161	0.0073721	0.1834092	0.2676030	0.6121056	0.5729513	0.0817666	0.5142448	0.7007012	0.1801896	0.1400552	0.3698068	0.5575095	0.3151156	0.3773032	0.4421965	0.4105023	0.3806792	0.4209408	0.2420204	0.6672596	0.0016173	0.1840843	0.6247879	0.6004247	0.0089908	0.6147826	0.2556429	0.4051160	0.4414426	0.2968226	0.0565417	0.4002987	0.5508797	0.1662668	0.5013962	0.4237030	0.0481021	0.2962714	0.0036088	0.0753046	0.0150923	0.4591698	0.7072963	0.6302275	0.4621025	0.4267996	0.2768563	0.0749837	0.5459543	0.0691076	0.7026466	0.0005772	0.0063876	0.1018519
0.1676543	0.7336040	0.0609214	0.2497041	0.2050334	0.0048981	0.2710761	0.2316481	0.6383247	0.2436445	0.5403971	0.4246290	0.3934859	0.5117952	0.6604280	0.2794339	0.5058516	0.6160334	0.5099409	0.3863500	0.4212440	0.3595322	0.2341311	0.6665248	0.5981747	0.5939539	0.5894800	0.1754605	0.2072258	0.7454947	0.6071875	0.2832743	0.6508675	0.3302584	0.4209834	0.0601274	0.7100882	0.5728662	0.3718340	0.6578904	0.3453509	0.4639888	0.4547197	0.4474825	0.6390419	0.5567510	0.0815896	0.4136198	0.5302806	0.4629541	0.6354216	0.2791444	0.5202992	0.6295452	0.4404343	0.6199555	0.7019190	0.7138465	0.3523449	0.4873792	0.4059981	0.2425359	0.2697801	0.5973772	0.4889902	0.1138935	0.0934383	0.4897599	0.4988281	0.7599975	0.2286458	0.2153755	0.5077184	0.5525413	0.4683306	0.6221536	0.8816581	0.5640603	0.3083021	0.4366082	0.6704507	0.5878135	0.7429271	0.5190275	0.5888034	0.0639768	0.3775636	0.2633638	0.6489368	0.6157231	0.3617251	0.4240450	0.2964119	0.4838356	0.2921836	0.0977523	0.1152143	0.4502396	0.6579010	0.3407659	0.1060877	0.0322192	0.0549301	0.4741441	0.2487811	0.6916248	0.2601041	0.6577073	0.4969104	0.3550832	0.5743873	0.5598022	0.8927245	0.4866598	0.4375285	0.3764262	0.3770455	0.3917527	0.4860500	0.6590953	0.0175844	0.4757661	0.5179751	0.3624047	0.2181474	0.1048251	0.4975020	0.4909489	0.2659614	0.4577833	0.4454517	0.0555067	0.5297845	0.4070502	0.5791201	0.6897521	0.2751797	0.3812107	0.3005587	0.1419721	0.0421005	0.0437432	0.1884760	0.4229600	0.0424734	0.0020305	0.0114755	0.0643151	0.0008978	0.5668557	0.5159770	0.1756103	0.4145803	0.6452252	0.0052511	0.0544327	0.1439190	0.8070780	0.3055306	0.2130094	0.5144180	0.3520289	0.2486827	0.4893776	0.1004392	0.6399966	0.0117839	0.0004844	0.6978060	0.5632833	0.0145829	0.2307038	0.1340429	0.4381290	0.2275578	0.0533578	0.2520176	0.1543155	0.1861315	0.0003532	0.1297727	0.2394484	0.1494188	0.1431171	0.0043943	0.0647631	0.0270779	0.5222114	0.5525617	0.6292843	0.5779712	0.1874332	0.1719870	0.1833855	0.4930765	0.1235499	0.6556029	0.0135311	0.1630568	0.0619770
0.2262841	0.5522526	0.1706485	0.2751966	0.2750705	0.0032118	0.4825612	0.3763323	0.2249461	0.3599976	0.6481027	0.3751378	0.0914562	0.5976767	0.4696014	0.1024634	0.3939148	0.1779163	0.1686304	0.3626870	0.3909678	0.3145227	0.0117398	0.5940973	0.5599271	0.6381966	0.4349232	0.0047862	0.1405224	0.3512790	0.6143334	0.2687476	0.3536914	0.0239629	0.4931527	0.0431447	0.6631625	0.6664730	0.3491717	0.6701918	0.2979877	0.3295476	0.7097126	0.3073775	0.1388330	0.2801741	0.1018035	0.2472073	0.4416206	0.1564928	0.0022491	0.2682800	0.3218186	0.4877866	0.6082228	0.2616611	0.3628795	0.6888771	0.2305209	0.3145903	0.2806339	0.1417827	0.1303110	0.3165376	0.5911406	0.1716374	0.4588571	0.6964774	0.3999141	0.7462737	0.4761992	0.0018867	0.5302626	0.5137140	0.6207316	0.7603154	0.7109804	0.6077404	0.3690730	0.4842953	0.5086984	0.4612209	0.6007423	0.4309175	0.3419757	0.0588800	0.7081726	0.5585780	0.6611762	0.6132135	0.3393463	0.4563503	0.6011005	0.5410763	0.1623121	0.0371727	0.3506693	0.2911290	0.7612474	0.5061555	0.0134678	0.0012304	0.0303907	0.6025063	0.1893609	0.6111963	0.5140818	0.3483797	0.6363687	0.3157694	0.6711583	0.6543160	0.7411032	0.5945166	0.3812545	0.2565980	0.3784491	0.4964184	0.1046286	0.1236098	0.0001749	0.3974303	0.3799279	0.2889399	0.0865422	0.0616867	0.4749389	0.0959919	0.0209257	0.4479439	0.5128590	0.0838186	0.7321921	0.2013387	0.5348347	0.4391122	0.4838228	0.2324341	0.1814100	0.1115046	0.0474443	0.0003015	0.2125949	0.5264072	0.1195162	0.0024067	0.0031250	0.0307270	0.0037853	0.1278218	0.4094684	0.0284163	0.6884497	0.4937241	0.3332235	0.0274752	0.1383372	0.6093216	0.1992032	0.2678650	0.7808917	0.3974132	0.4176434	0.2828847	0.4921113	0.7257647	0.0587550	0.1815599	0.6630185	0.6775755	0.1036831	0.2780598	0.0166759	0.5744176	0.0046302	0.0017997	0.0000302	0.0135180	0.0802697	0.0000699	0.0574307	0.2711484	0.0116878	0.0968000	0.0005569	0.0007044	0.0370838	0.5064142	0.6661009	0.6985691	0.4094332	0.1963440	0.2338895	0.1031701	0.2300246	0.2172523	0.4226755	0.0098631	0.0168405	0.2664968
0.4640553	0.3783072	0.3164342	0.3505800	0.4638904	0.0085762	0.5308563	0.4564041	0.2869458	0.2519182	0.6418580	0.6594558	0.3134339	0.5393650	0.6144959	0.3785630	0.4226420	0.4846885	0.3845590	0.3435220	0.5255259	0.6405367	0.0424495	0.8010085	0.5770382	0.5931676	0.6875377	0.0573958	0.5672819	0.6455810	0.6351052	0.1947751	0.4161495	0.2146803	0.2986210	0.0609645	0.7052447	0.4970640	0.4641017	0.5568857	0.3793304	0.3622917	0.7207433	0.4503310	0.4512855	0.6526429	0.0240075	0.2797015	0.5155167	0.5765772	0.2863288	0.2633005	0.6217771	0.6889280	0.5349218	0.4566553	0.6575689	0.6420264	0.2589886	0.2877363	0.4763191	0.2581118	0.7214600	0.5164772	0.4974137	0.2170695	0.0667807	0.6916412	0.3777289	0.5224798	0.2632261	0.1325407	0.3585554	0.6014569	0.5615162	0.7514763	0.6903911	0.6822400	0.7756977	0.5626824	0.7180500	0.5310171	0.6316456	0.2595602	0.5547303	0.0351634	0.6299544	0.5994405	0.6015704	0.6883913	0.3895682	0.2172803	0.5945253	0.7024813	0.2561093	0.0242304	0.1456060	0.3564396	0.5372703	0.4444108	0.1298862	0.0423231	0.0186420	0.6096584	0.1423713	0.5675056	0.6802482	0.3541863	0.6015840	0.0824120	0.5661272	0.5668959	0.4019431	0.5372359	0.5074305	0.4198728	0.5274050	0.5960222	0.3432667	0.5379701	0.2835213	0.5164946	0.6960027	0.3556107	0.4555310	0.0049837	0.5568365	0.4875305	0.5540141	0.6468363	0.5248085	0.3969731	0.8172240	0.1131474	0.5516145	0.5529180	0.3779814	0.4286008	0.2735195	0.2626876	0.1473383	0.0000450	0.2658542	0.7099669	0.0011370	0.2511573	0.0008340	0.1828307	0.2264018	0.0416187	0.7191326	0.0345263	0.3774558	0.6173812	0.1400194	0.0050999	0.6418300	0.5756153	0.0013310	0.3431712	0.6501280	0.3599081	0.6073525	0.4442874	0.2496752	0.6650659	0.0008814	0.0590647	0.6151041	0.6760200	0.0748252	0.4804651	0.0634078	0.4589149	0.1754566	0.0836120	0.1783609	0.2043656	0.3257222	0.2667768	0.1834100	0.6454353	0.0467268	0.5462861	0.2425191	0.1316586	0.0539661	0.6692293	0.6123990	0.5614110	0.2445385	0.6203475	0.2730981	0.3552570	0.5159798	0.2144433	0.6976351	0.0855681	0.0251126	0.5006086
0.3907056	0.8179075	0.0792486	0.1227185	0.3582222	0.0063556	0.3935701	0.6567119	0.3461912	0.3921656	0.6462154	0.5314215	0.0615398	0.5967416	0.4389428	0.0570568	0.5939343	0.0235565	0.0960523	0.5386050	0.3898381	0.3784173	0.0012787	0.7010040	0.2985209	0.4696595	0.0014851	0.0000718	0.0224864	0.6601141	0.6185318	0.2352094	0.3990218	0.2419181	0.3292481	0.0353124	0.4697186	0.3066685	0.4011720	0.6016127	0.2874353	0.2248175	0.4253253	0.3506834	0.1448299	0.2738507	0.0005400	0.3629147	0.3931133	0.1951298	0.0003346	0.2190570	0.3910511	0.2333020	0.5306496	0.3988130	0.2644392	0.7306685	0.2434834	0.7143054	0.3854431	0.3359252	0.0949423	0.5274359	0.4000137	0.1536185	0.3814546	0.4769774	0.3814044	0.7534059	0.5503874	0.0004936	0.6000355	0.6884959	0.3947929	0.6456730	0.8088915	0.6363862	0.3525811	0.3532863	0.7691239	0.5923147	0.6688565	0.5253356	0.2632654	0.2645680	0.7300675	0.2845722	0.7362693	0.5900050	0.3199436	0.1856428	0.3372450	0.5241882	0.2501779	0.1419361	0.0463129	0.1242969	0.7594098	0.3854203	0.0041527	0.2461549	0.0153994	0.5718519	0.4571449	0.7142598	0.5581782	0.3606367	0.4782517	0.2280853	0.6009194	0.6401846	0.6442277	0.4844750	0.5087048	0.2315262	0.3646709	0.3263821	0.2994782	0.5384578	0.0821455	0.5588047	0.6102841	0.4994939	0.2781767	0.0025879	0.4543221	0.5373952	0.3002692	0.4657659	0.1191934	0.1701152	0.7623119	0.0058207	0.4931863	0.4321213	0.2578059	0.3209746	0.3423705	0.0181192	0.0396485	0.0631803	0.1015961	0.5357096	0.0784564	0.0004196	0.1150396	0.0068932	0.0747853	0.3735839	0.5789619	0.0348613	0.5902266	0.6403860	0.0001652	0.0533565	0.2892821	0.6589435	0.1643583	0.1680096	0.1697309	0.0539235	0.4078661	0.0803012	0.3181196	0.5726699	0.0006901	0.1099971	0.7085714	0.5364568	0.0153904	0.5731726	0.0404143	0.4770596	0.1355902	0.1698787	0.3816290	0.0208120	0.2734415	0.0003569	0.3014588	0.0982831	0.2016163	0.0506357	0.2941617	0.2422329	0.0793592	0.6957647	0.6777177	0.7177076	0.6274306	0.4826781	0.2898043	0.1013309	0.3857372	0.1176859	0.6417359	0.0073046	0.0046466	0.4010032
0.3614141	0.5071128	0.2181593	0.2458120	0.3683768	0.0026616	0.3278267	0.7991600	0.2932245	0.4903839	0.7432091	0.4723470	0.1836153	0.5473265	0.7043293	0.1541267	0.3886541	0.4781086	0.3272913	0.2906773	0.6095665	0.4682271	0.0509819	0.6627582	0.4857658	0.7078358	0.4449519	0.0237231	0.0079034	0.4697075	0.6731190	0.2521422	0.4954661	0.3316939	0.2715153	0.5175415	0.5880430	0.5402211	0.3516680	0.5858852	0.3966593	0.3589342	0.5304923	0.6921946	0.3582913	0.3517926	0.0784591	0.2781356	0.4461420	0.3209537	0.1907543	0.3084741	0.4654494	0.5900324	0.3923996	0.4422627	0.7096911	0.6929600	0.2200940	0.8018352	0.5573278	0.3459846	0.2927925	0.2943212	0.6934440	0.0918109	0.1457757	0.4299347	0.6090827	0.7595960	0.5474452	0.0014646	0.3237178	0.6506877	0.4416376	0.7384940	0.4904174	0.5332257	0.6885414	0.2065152	0.8145777	0.5588710	0.7366048	0.4766452	0.4146090	0.1291772	0.7885089	0.4202393	0.8083235	0.4368898	0.4214967	0.5939075	0.6326310	0.4594689	0.1336017	0.0048261	0.0519182	0.3364879	0.5825062	0.3318446	0.0189577	0.0026347	0.0017150	0.4363628	0.2908496	0.4127301	0.5504460	0.3379647	0.1095983	0.1432535	0.5811568	0.4955220	0.6563748	0.5234070	0.6744754	0.6287312	0.2889813	0.2394881	0.0307933	0.0884316	0.0006059	0.3606807	0.2302845	0.1021303	0.4683991	0.0012165	0.5926492	0.1429989	0.0364730	0.5049471	0.0491983	0.4265962	0.6494052	0.0184088	0.4870015	0.8656788	0.4051413	0.3363530	0.2868888	0.0285486	0.0470311	0.0000185	0.0656471	0.5883037	0.0549204	0.0035872	0.0009533	0.1382349	0.0003530	0.2866202	0.6095798	0.0542537	0.3274041	0.5023431	0.4811206	0.1932113	0.4109244	0.5812277	0.1342277	0.1915942	0.5912611	0.3332156	0.4350670	0.4229174	0.1721852	0.6101536	0.0052158	0.2392997	0.4343457	0.6452649	0.1214656	0.2305412	0.0723643	0.4464670	0.1774519	0.0532043	0.0010005	0.0415232	0.0285443	0.3589328	0.0001411	0.0057076	0.0056542	0.0073531	0.0008355	0.1273320	0.0048703	0.4610551	0.6929223	0.5389405	0.4485939	0.2099037	0.2280190	0.1125847	0.5494667	0.2101574	0.7351874	0.0101330	0.0154940	0.2643001
0.2803954	0.6483562	0.1172534	0.2253530	0.2503920	0.0045662	0.1531666	0.3060513	0.1158815	0.0817368	0.6530318	0.4971246	0.0507301	0.3384311	0.4916976	0.3434281	0.6398117	0.0574628	0.0004777	0.3621924	0.5609814	0.3357683	0.0025948	0.7014581	0.3216096	0.6887899	0.0101014	0.0021967	0.2113782	0.4511560	0.6895042	0.2719616	0.3976797	0.3754667	0.4071420	0.1052287	0.5610708	0.3500326	0.3115527	0.5333301	0.2857303	0.2174334	0.6238060	0.6021929	0.1226608	0.2700467	0.2428086	0.1704716	0.3792256	0.1593570	0.0018416	0.3351337	0.3690072	0.0334111	0.7176489	0.4559469	0.2478411	0.6450116	0.1110594	0.7441281	0.5476620	0.5193577	0.2201593	0.1481834	0.3824227	0.0848654	0.5274441	0.4649351	0.6265698	0.7275536	0.4952434	0.2271571	0.3125587	0.7483468	0.5748723	0.6563379	0.6892879	0.4873092	0.6280127	0.2902881	0.6464777	0.4022223	0.6973709	0.7041651	0.4390340	0.1976065	0.7120877	0.5511649	0.6110786	0.4409813	0.2666104	0.2310407	0.5479197	0.6892801	0.0355742	0.0053214	0.3237556	0.3942325	0.5832544	0.0495976	0.1004926	0.1474299	0.2402712	0.3281348	0.3074306	0.2950811	0.0971377	0.3961720	0.7066168	0.2097946	0.6197978	0.7669580	0.5768042	0.6265675	0.3159475	0.4025773	0.3293222	0.6633941	0.0852296	0.3414562	0.1960222	0.3514744	0.6603876	0.5169079	0.3592697	0.0465440	0.8667296	0.2822030	0.6076911	0.5107382	0.2427171	0.3950407	0.1857993	0.0005067	0.6619786	0.3367275	0.2612524	0.1663693	0.2357715	0.0187815	0.2028308	0.0960619	0.0330624	0.1496728	0.2157864	0.2018523	0.1327225	0.2055335	0.1321670	0.4886495	0.1883323	0.0086329	0.3702111	0.7392503	0.6613740	0.2020986	0.3002608	0.3052504	0.1384955	0.2814845	0.0025198	0.0990067	0.2554018	0.0686915	0.0123613	0.2210573	0.0000511	0.3335917	0.7285272	0.5350565	0.0078350	0.0856128	0.3815718	0.3872022	0.3562356	0.7125837	0.0026438	0.4301543	0.4830171	0.0851221	0.3037889	0.3222117	0.3867482	0.4784116	0.1155461	0.2185195	0.0463300	0.4557662	0.7110444	0.7670968	0.3967176	0.1130068	0.0669399	0.0325594	0.2966399	0.1919186	0.2274265	0.0042516	0.2254848	0.2961204
