glpT	glpR	glpX	glpF	glpK	glpD	glpQ	glpC	glpB	glpA	flhD	flhE	flhC	flgC	fliS	ygdB	fliH	fliL	flgB	ycgR	fliG	flgN	gltI	fliI	fliO	fliF	gltL	flgG	fliR	flgD	hdfR	flhB	ppdC	fliK	ppdA	fliM	fliJ	recC	flgA	flgJ	flgI	fliN	gltJ	flhA	ppdB	fliQ	fliT	flgH	ygbK	fliP	flgM	gltK	flgE	fliD	yhjH	flgF	fliE	qseB	yecR	lrhA	hydN	mdh	fliY	hypF	fliZ	fliA	mglB	ccmD	ccmA	ccmC	mglA	ccmH	ccmB	modE	ccmE	narP	ccmG	ccmF	napC	napA	napF	napD	napH	narL	napB	napG	iscR	nrfG	nrfE	nrfB	nrfF	nrfA	nrfD	nrfC	hyaA	hyaE	hyaC	hyaF	appY	hyaB	hyaD	ydhT	fdnH	ydhV	fdnG	fdnI	ydhY	ydhU	ydhW	ydhX	hcr	yeaR	nsrR	ytfE	hcp	yoaG	fdhF	hycC	hycH	fhlA	hycA	hycE	hycD	hycG	hycB	hycI	hycF	hypA	hypD	hypC	hypE	hypB	fnr	dmsC	norV	dmsB	dmsA	norW	norR	dcuS	pheM	rplT	ynfE	ynfG	ygbA	ynfH	narX	ynfF	dmsD	nikE	nikR	nikC	nikA	nikD	nikB	moeB	frdD	moaE	cydD	dcuA	frdC	dcuR	frdA	frdB	dcuB	fumB	moaA	moaD	cueR	moaB	moaC	aspA	moeA	cydC	hyfB	hyfI	hyfC	hyfR	hyfH	hyfG	hyfF	focB	hyfE	hyfD	hyfJ	hyfA	hmp	nirC	nirB	nirD	cysG	aceE	narK	ubiC	adhE	ubiA	aceF	wzxE	rpsI	yeaE
0.4659000	0.4013332	0.4420228	0.2321603	0.4770300	0.0010809	0.6406526	0.5710569	0.5913909	0.3512986	0.7132248	0.5814044	0.3427933	0.6200244	0.7121758	0.2660428	0.3818516	0.6093639	0.4947367	0.4571119	0.5425544	0.4939562	0.2049461	0.8117313	0.5270648	0.6968594	0.5938210	0.2845473	0.2821629	0.6646707	0.7112761	0.3184037	0.6610129	0.3485472	0.5556229	0.0913389	0.8043707	0.3910099	0.6455386	0.6056291	0.4284059	0.6625756	0.6443669	0.4150382	0.7631885	0.5244442	0.2840227	0.4639018	0.6650146	0.5975732	0.5556419	0.4843772	0.6528316	0.7683107	0.5350394	0.4749294	0.6163795	0.4934745	0.3566845	0.7777633	0.5352801	0.2386702	0.3819129	0.7574265	0.4312192	0.4062267	0.0261586	0.7175146	0.6251119	0.7052970	0.1904982	0.1179950	0.5955632	0.6939429	0.4686258	0.6830666	0.6600811	0.6044009	0.6632267	0.6922479	0.7911411	0.6043983	0.4559333	0.5142602	0.5335978	0.0519650	0.6226646	0.7006053	0.6592907	0.5836980	0.4659610	0.5025538	0.3633291	0.6726006	0.2724417	0.0880002	0.1361522	0.3775909	0.7092466	0.1486838	0.0167898	0.3417845	0.1225227	0.4383746	0.2784156	0.6838292	0.5802312	0.4657764	0.4079516	0.2939121	0.6404776	0.6877160	0.7222079	0.4315688	0.2639059	0.4637671	0.3716375	0.2912898	0.1481452	0.4857627	0.0331853	0.3928585	0.4249999	0.3793122	0.4349317	0.0044972	0.6112043	0.3700709	0.2411380	0.5299569	0.3644306	0.0649966	0.6349804	0.1247767	0.3718828	0.6371017	0.3815091	0.1942500	0.1859231	0.0185399	0.0062404	0.0000178	0.0558733	0.4766410	0.0083111	0.0000236	0.0845165	0.0003148	0.1411183	0.1918741	0.4556197	0.0409876	0.2979250	0.7399249	0.2603212	0.1018424	0.4046214	0.5933731	0.0412423	0.1938378	0.5023980	0.1894944	0.1408166	0.0799262	0.1993905	0.5640577	0.0018015	0.2466358	0.5424379	0.6378095	0.0220441	0.4674337	0.3016923	0.6390342	0.1511282	0.0498169	0.0000441	0.1595210	0.0446363	0.1882397	0.0219383	0.1553803	0.2815658	0.0990967	0.0650693	0.0178596	0.0395534	0.6912540	0.8907895	0.5502717	0.3854735	0.3258419	0.3383000	0.1094833	0.6722359	0.1168702	0.6398550	0.0514482	0.0448219	0.3586285
0.4509697	0.5081503	0.2006372	0.2276893	0.3485903	0.0046986	0.5485875	0.6306726	0.4024651	0.3595996	0.6064650	0.5177003	0.1947280	0.4036904	0.5901132	0.3896309	0.4426406	0.5770864	0.2236333	0.4010660	0.5959716	0.6149205	0.0249976	0.6427633	0.6854141	0.5821307	0.4699946	0.4100362	0.0305537	0.7136169	0.4035492	0.2338799	0.4770867	0.1806237	0.5222231	0.0408706	0.6816426	0.5509545	0.4899860	0.7241785	0.3655522	0.2820682	0.4787536	0.6949771	0.4523177	0.3833081	0.0358653	0.2637245	0.5240686	0.4611910	0.3784103	0.5128214	0.5242993	0.6806772	0.4575461	0.3336792	0.6452735	0.7855788	0.5325369	0.7894436	0.3748184	0.2507989	0.3718253	0.5555899	0.4561729	0.1699651	0.1515040	0.6841591	0.3475804	0.6152764	0.3484838	0.0044527	0.6116356	0.4372460	0.5888235	0.4308396	0.5669032	0.6614643	0.2394278	0.5449133	0.5194070	0.5338424	0.5574259	0.2260198	0.3643058	0.0482662	0.7088136	0.5543467	0.6666171	0.5182628	0.3749459	0.4659037	0.5586471	0.6053947	0.6435764	0.1016837	0.1337765	0.7550048	0.5371367	0.4720832	0.1746094	0.0329164	0.0093379	0.5525811	0.3121840	0.4466907	0.4710476	0.2951338	0.5821398	0.5101470	0.6261522	0.5326355	0.6367540	0.2026114	0.4086761	0.1217003	0.5258477	0.6001866	0.1038826	0.5185943	0.1596223	0.3119805	0.6262147	0.3252690	0.1603061	0.2054334	0.5193804	0.5704655	0.2563528	0.5324003	0.2803721	0.0979964	0.6484342	0.1028401	0.7164314	0.6599924	0.3106934	0.5140310	0.1905468	0.2015234	0.1135518	0.0003597	0.5723646	0.5623382	0.0595763	0.2827447	0.0019702	0.1572999	0.0058278	0.5735473	0.6444714	0.3050890	0.4609035	0.6590234	0.2249697	0.2581931	0.3948528	0.5988797	0.2281693	0.4003304	0.6719578	0.3333746	0.5120098	0.7247741	0.5212014	0.3659619	0.0008695	0.0514130	0.4077215	0.5613363	0.0181470	0.4186583	0.0792597	0.6174150	0.1081560	0.0448990	0.2996443	0.1607569	0.2670193	0.0816096	0.1478816	0.4126404	0.2958602	0.1052865	0.2975054	0.0140284	0.0509808	0.3075592	0.6647456	0.4303808	0.2860140	0.2076911	0.2340395	0.2581361	0.6174846	0.3772348	0.4430295	0.0502380	0.0087900	0.3410365
0.3741840	0.6987477	0.1082918	0.1640044	0.4800151	0.0040924	0.2494483	0.5562009	0.2482415	0.1563787	0.4740968	0.4714377	0.2306516	0.5063116	0.5997066	0.2160218	0.4003484	0.4589537	0.0389521	0.3416135	0.4610197	0.5304706	0.2421137	0.6609629	0.4723929	0.5752707	0.5078274	0.0141887	0.0146754	0.4531715	0.8007123	0.1395265	0.5067872	0.1205397	0.2596341	0.2640083	0.6185244	0.6643776	0.3120163	0.6562422	0.3968080	0.3068009	0.7251668	0.2851160	0.6719921	0.3840327	0.1630711	0.2649152	0.6586299	0.5067839	0.1366793	0.0926420	0.3626635	0.7380596	0.4726047	0.2687226	0.5561325	0.6714387	0.2136014	0.6742133	0.2580235	0.5136469	0.3184235	0.4851973	0.4845919	0.1869040	0.0732788	0.6630537	0.3170593	0.6323911	0.4401079	0.2158417	0.7698393	0.6188181	0.6348745	0.5460065	0.7389095	0.5990381	0.4101239	0.5914221	0.7834707	0.4399842	0.5184446	0.3860536	0.3257527	0.0439391	0.6287533	0.7142102	0.5867393	0.5627782	0.3220978	0.5657078	0.2709186	0.8470363	0.3165640	0.2187004	0.3901057	0.4343005	0.6281440	0.3377281	0.2176116	0.0119458	0.0002338	0.4204067	0.1724082	0.6589750	0.4065634	0.3675626	0.7461776	0.0789735	0.5409937	0.5914216	0.6636485	0.5944929	0.3924976	0.7045926	0.4233727	0.2527830	0.0908398	0.3727749	0.1529529	0.6961736	0.4924512	0.3651358	0.3281924	0.0659122	0.5024024	0.3262907	0.3892969	0.4607125	0.2137407	0.2590911	0.6908387	0.0542281	0.4962428	0.6264036	0.3766425	0.4506024	0.2561636	0.0239237	0.0474475	0.0595399	0.2423901	0.5338564	0.0824969	0.2671013	0.3183862	0.4136276	0.2938449	0.3005085	0.7286914	0.2705849	0.5094986	0.5754470	0.1702863	0.2496305	0.3062012	0.4778296	0.0909222	0.2649976	0.4339616	0.2938119	0.3187266	0.1370171	0.2724651	0.5036342	0.0003664	0.0460991	0.3870535	0.7124413	0.0077203	0.6881967	0.2116291	0.4271921	0.2333502	0.0351564	0.6206109	0.2144097	0.2395839	0.0987835	0.2650375	0.4137660	0.0159261	0.0620922	0.0010485	0.0115893	0.0648052	0.5519884	0.6793156	0.6970740	0.5263181	0.3564126	0.1761888	0.1633863	0.5532471	0.0695161	0.6505483	0.0225918	0.0374345	0.2982947
0.5408014	0.6765487	0.1526994	0.1313690	0.4049565	0.0017298	0.4536822	0.5144564	0.2349106	0.3244281	0.4460279	0.3649851	0.1308259	0.3462121	0.5272758	0.2197713	0.5384262	0.1359723	0.0025515	0.4917391	0.3818709	0.2358082	0.0057223	0.6548998	0.2730885	0.5976262	0.2777059	0.0820606	0.0530967	0.3273442	0.5386673	0.2859669	0.2804577	0.0977837	0.4388351	0.0376849	0.6364433	0.2871224	0.2316544	0.7389053	0.2008082	0.2498452	0.4534758	0.3415030	0.3062207	0.2303201	0.0761316	0.5823382	0.3606810	0.3319563	0.3297408	0.0613696	0.5135628	0.1788225	0.6582443	0.3915803	0.6163521	0.5794159	0.2442220	0.7582173	0.2068139	0.5358907	0.0513943	0.3461213	0.1832254	0.0521111	0.4227415	0.3975372	0.6638360	0.7251186	0.2530958	0.1000752	0.4937024	0.5990693	0.3504527	0.6214400	0.7232934	0.8193934	0.3208611	0.3603958	0.4338480	0.3731156	0.7351534	0.3847794	0.1587762	0.2661634	0.6157816	0.5368590	0.6141736	0.4880358	0.5406943	0.5194817	0.3050902	0.7092683	0.1078033	0.1498345	0.0806421	0.2238334	0.6819452	0.2812213	0.1901823	0.0008188	0.1496244	0.6397687	0.1936791	0.5785552	0.5084665	0.1552049	0.4213777	0.3126495	0.6994068	0.5616237	0.7347646	0.2350689	0.2993099	0.4161982	0.3182675	0.4260074	0.3678332	0.4647450	0.2516333	0.4669672	0.5569834	0.3176714	0.2527406	0.0010413	0.6525126	0.5438178	0.3886778	0.4499970	0.2866720	0.0946790	0.6688542	0.0484165	0.5588126	0.8528195	0.2271889	0.2291718	0.1822989	0.1383876	0.0672808	0.0715833	0.2788099	0.2349911	0.0068629	0.0250313	0.0105110	0.0406673	0.0413406	0.4828155	0.2796094	0.1076801	0.6182524	0.6693190	0.1945594	0.0165397	0.4625653	0.5565793	0.0010891	0.4401727	0.4430833	0.4007169	0.6867283	0.4978477	0.3633491	0.6515946	0.2664043	0.0008745	0.4797836	0.5871279	0.1246013	0.6411825	0.1517766	0.3798119	0.2870628	0.3144094	0.1029695	0.3927369	0.4303732	0.0036058	0.2107883	0.2592069	0.2506571	0.2691502	0.2065231	0.1512106	0.0150707	0.5055735	0.7332801	0.6146812	0.4613030	0.4518027	0.1311456	0.2185335	0.1934472	0.2372792	0.6907964	0.0044960	0.0075997	0.3578700
0.3801176	0.5231879	0.1447228	0.2917470	0.1665082	0.0051903	0.1950037	0.5740407	0.2796181	0.4681393	0.4623691	0.5787420	0.1568360	0.4819430	0.6313024	0.5958945	0.4379961	0.2147240	0.0209965	0.2501646	0.4414375	0.5260481	0.2849715	0.7701413	0.2270264	0.6732791	0.0740322	0.0018867	0.0006230	0.3268238	0.5266200	0.1602807	0.4115253	0.0583367	0.2572267	0.0037182	0.7458111	0.7420085	0.2793123	0.7978461	0.2295026	0.5116333	0.4242385	0.5030323	0.2733403	0.2335326	0.0032373	0.1996581	0.3607899	0.1998661	0.1467455	0.1273096	0.3703709	0.3024113	0.5071456	0.2812908	0.6620608	0.5905180	0.3344172	0.3015005	0.2363862	0.3327345	0.2937492	0.2896355	0.5000367	0.3566631	0.3064819	0.4773934	0.4170273	0.6368012	0.5542151	0.0101484	0.3492140	0.5332524	0.4436553	0.5593961	0.6666515	0.5785995	0.4434202	0.4023124	0.6058321	0.4599111	0.7984651	0.7048409	0.2733555	0.0762040	0.4396209	0.3876871	0.6385836	0.5729587	0.2947116	0.4656321	0.2213444	0.7255907	0.3595354	0.1703494	0.0431774	0.3604931	0.6886680	0.3652983	0.0417220	0.0939930	0.0426108	0.4643700	0.4599415	0.6659730	0.5155168	0.2790065	0.3837173	0.1184151	0.6626752	0.7354929	0.3247946	0.4019246	0.4613708	0.5900125	0.3335734	0.5559214	0.3743096	0.7962102	0.2212866	0.6159390	0.8059772	0.3955497	0.5834030	0.0574250	0.6841709	0.5334916	0.6648782	0.3422994	0.5443375	0.5309396	0.7627928	0.0813696	0.6255136	0.7062761	0.4359914	0.4180964	0.3678505	0.2357183	0.2677328	0.0993494	0.1522104	0.6095040	0.0699846	0.0053438	0.0004316	0.0882927	0.0549809	0.3975977	0.3193661	0.3978439	0.3554844	0.6751108	0.2063245	0.4511938	0.5786135	0.4474816	0.4921038	0.6204112	0.4148759	0.4070186	0.2931117	0.5359903	0.1440594	0.5855684	0.0493241	0.1783521	0.7464694	0.5661600	0.0031637	0.2888884	0.4568393	0.4488594	0.2695946	0.2733041	0.0015310	0.4271007	0.3091014	0.0273330	0.2116973	0.4724668	0.3680330	0.3902085	0.0101934	0.1480430	0.1220951	0.4431113	0.6114736	0.6400785	0.5227003	0.3647952	0.3021862	0.0891363	0.1211557	0.1201121	0.5381978	0.1909999	0.0193489	0.3890071
0.3528018	0.7877656	0.0722820	0.2174139	0.4087176	0.0193136	0.1707182	0.6236882	0.2873885	0.3616994	0.7310536	0.7243879	0.3995722	0.5255241	0.7460450	0.3956804	0.5465912	0.6238307	0.6024477	0.4976984	0.5254220	0.5023194	0.0871118	0.7609620	0.5267609	0.7036371	0.6295212	0.2277852	0.3280747	0.5716629	0.5378439	0.4440715	0.4859560	0.3224766	0.6479303	0.1308951	0.6268985	0.5337979	0.4821714	0.7430812	0.4374056	0.3452095	0.6810572	0.4351706	0.5281384	0.7340251	0.2638624	0.5501868	0.6757115	0.4905609	0.5292556	0.4589668	0.7516071	0.6189254	0.6489483	0.4148545	0.6401265	0.6799151	0.3776872	0.1907433	0.5270668	0.1922271	0.2776355	0.7062705	0.4560787	0.0867607	0.0310889	0.5311011	0.7175017	0.8882468	0.2380224	0.0088237	0.4716953	0.5596944	0.5832854	0.6090802	0.6672872	0.6711585	0.5331249	0.4129373	0.6374311	0.7008184	0.4573612	0.5124117	0.5604359	0.0474893	0.7500697	0.7040902	0.6093720	0.4501877	0.3585323	0.6869197	0.5917786	0.7438527	0.3406530	0.0217419	0.0369514	0.3923590	0.6278560	0.3299214	0.0423347	0.0673635	0.0078061	0.2175062	0.2360248	0.5845901	0.5536288	0.1631071	0.7065039	0.2829994	0.6046657	0.7688186	0.6352013	0.5148340	0.4500007	0.5401385	0.4097548	0.5337426	0.2972641	0.4858695	0.0084201	0.5656916	0.4898161	0.3188654	0.2039197	0.0053611	0.6673841	0.4420116	0.2679485	0.5117211	0.2624913	0.0498772	0.6694686	0.0388203	0.5257642	0.5083569	0.4966692	0.3217521	0.2165236	0.1802942	0.0551325	0.1054072	0.0448585	0.5628330	0.0715707	0.0006205	0.0486489	0.0458624	0.0039528	0.4374514	0.5709916	0.0138911	0.5265123	0.3261770	0.0483953	0.0519484	0.6553322	0.4659243	0.0715907	0.1549563	0.3481523	0.3319618	0.2007672	0.4038186	0.0674771	0.4321815	0.1843756	0.0001966	0.6797522	0.7509191	0.1223105	0.3352390	0.0261284	0.4571874	0.3538526	0.0567242	0.2080229	0.0126173	0.4114681	0.0000174	0.2527117	0.0306312	0.2667545	0.0032804	0.0035942	0.0026589	0.0493083	0.5502990	0.7619355	0.7963128	0.7058304	0.4480913	0.3169568	0.0321776	0.2331342	0.1438320	0.6376457	0.0021010	0.0115171	0.4107673
0.3336077	0.6905006	0.1068829	0.2108081	0.3794545	0.0145904	0.4207167	0.7821161	0.2795877	0.3988188	0.7186048	0.3757474	0.0025258	0.6757449	0.2771101	0.0366628	0.3178629	0.0001703	0.0001163	0.6247755	0.2568454	0.3764720	0.2079354	0.2695631	0.3886778	0.0833820	0.0001818	0.0999618	0.1647830	0.3637444	0.6727285	0.2545920	0.3843501	0.2387269	0.5317349	0.0000075	0.0086447	0.3769318	0.3372499	0.3850438	0.2121053	0.3163867	0.7507373	0.6514978	0.0326079	0.4849673	0.0000154	0.4037311	0.2898032	0.1539415	0.0000403	0.2011267	0.6559299	0.1126948	0.5124419	0.3152064	0.3024391	0.5694048	0.2802446	0.5468814	0.3581125	0.6072696	0.0001371	0.4114943	0.5295884	0.1515399	0.7036407	0.5541545	0.4999748	0.6563939	0.5104977	0.0011374	0.2976353	0.4523228	0.7143021	0.6759761	0.4810850	0.5121947	0.4926373	0.4637807	0.5669511	0.6715607	0.6725404	0.4767714	0.2922514	0.0667485	0.3261250	0.6212465	0.7427688	0.7971984	0.3396327	0.2094474	0.2100676	0.2254974	0.2229435	0.0247930	0.0847372	0.1171709	0.6471549	0.4075496	0.0071955	0.0384910	0.1722804	0.5945514	0.3805747	0.7045827	0.3017821	0.3712394	0.4681997	0.4117560	0.5533070	0.4757075	0.6114458	0.5429066	0.3625096	0.4047741	0.3454833	0.2854708	0.1934710	0.1277639	0.0004544	0.3915788	0.3499311	0.1147951	0.1193651	0.0457832	0.5971328	0.1625088	0.2031840	0.4495562	0.2347279	0.0480893	0.6331341	0.0587846	0.4043866	0.2798341	0.4103041	0.3586773	0.2425688	0.2796458	0.0351033	0.0000759	0.0811416	0.5091268	0.0701768	0.2541986	0.4456412	0.1325621	0.1175291	0.5134354	0.3307049	0.1343858	0.6719391	0.6435321	0.2099196	0.2491789	0.3688255	0.5436742	0.0268468	0.1876359	0.4326844	0.5656881	0.4279953	0.4706254	0.5572503	0.8344288	0.1407576	0.0000829	0.7723728	0.6653579	0.0125669	0.5774295	0.0210058	0.3748448	0.0135587	0.0763568	0.1116215	0.0421640	0.0070981	0.0000485	0.2216311	0.1803737	0.0184014	0.0054333	0.2789600	0.0023759	0.0570977	0.5604844	0.7840035	0.5982711	0.4128770	0.2471421	0.2713524	0.1642247	0.3701034	0.1791287	0.5322896	0.0020590	0.0225092	0.2334337
0.6122741	0.2706415	0.4536195	0.2609757	0.5191384	0.0237843	0.3550723	0.7724063	0.3561523	0.2649219	0.6404061	0.4659037	0.1085468	0.5337070	0.5538256	0.0047981	0.5409846	0.3159557	0.0237178	0.3008329	0.5393338	0.3361765	0.0055843	0.6331768	0.3361947	0.5342593	0.1748292	0.0047628	0.0037395	0.3920378	0.5459302	0.2629984	0.3536553	0.1188933	0.7150696	0.0839944	0.7058061	0.3879698	0.4597790	0.6410874	0.1897331	0.3601363	0.4979677	0.4733081	0.2993604	0.3019624	0.0010764	0.4249447	0.6039109	0.1521798	0.0982505	0.2324142	0.4821782	0.4241403	0.5674317	0.3749837	0.6705206	0.5742355	0.2486616	0.7864209	0.4811630	0.3615995	0.3198255	0.1759904	0.4424026	0.1225150	0.3097881	0.4117639	0.5767920	0.7533012	0.4941277	0.0049111	0.6628311	0.6566030	0.4992356	0.6310849	0.6158242	0.3268541	0.5276926	0.5281439	0.7418841	0.4401206	0.6554719	0.7706584	0.3658820	0.0298790	0.6725431	0.6124200	0.5986408	0.5909804	0.3990742	0.1864049	0.2764693	0.6809472	0.0080705	0.1744702	0.0724827	0.3397026	0.6209743	0.1378060	0.2154546	0.1047040	0.0535054	0.4467749	0.4648006	0.5183694	0.6017985	0.5423866	0.5873217	0.2192322	0.7120222	0.6382359	0.6446807	0.5648518	0.2605878	0.4250645	0.4236411	0.2199672	0.0886482	0.5484486	0.0309846	0.6358819	0.6246222	0.3635782	0.3887332	0.0032530	0.6208124	0.4327613	0.3066252	0.3676074	0.4521485	0.0877058	0.5660148	0.3953712	0.5860612	0.6817754	0.3098819	0.2701835	0.2259752	0.0049386	0.0581638	0.0999255	0.1830073	0.4503097	0.0950267	0.0001022	0.0052567	0.3006649	0.0011411	0.1860343	0.3345019	0.1174904	0.4121238	0.7242141	0.4451302	0.1428725	0.3795963	0.5469756	0.1641553	0.0989626	0.2753536	0.4727029	0.6130148	0.4247816	0.4393937	0.6809174	0.1267071	0.2905089	0.6709936	0.5129320	0.0054219	0.4072185	0.2315782	0.4985850	0.1692173	0.0698867	0.0021510	0.1468077	0.1308753	0.5304844	0.2264641	0.2692115	0.0018453	0.2860851	0.0820306	0.1504276	0.0228700	0.5876173	0.7319463	0.7364328	0.4687723	0.1934644	0.2048394	0.1370435	0.4369701	0.1434929	0.6174039	0.0289544	0.0564251	0.3500596
0.5125561	0.5618927	0.1029100	0.1217982	0.3486055	0.0004202	0.1969604	0.6793490	0.3024814	0.3802411	0.7157617	0.5901109	0.2749121	0.6797656	0.6777531	0.0933383	0.4090945	0.7865378	0.4233321	0.4591733	0.6334106	0.4803329	0.0652022	0.7406153	0.5565282	0.5460587	0.5746619	0.3547846	0.0931246	0.6154490	0.4519210	0.2891342	0.4280588	0.3602148	0.5934497	0.1358234	0.7139246	0.5199208	0.4284238	0.6628609	0.3496772	0.5488783	0.5368485	0.4447032	0.4296491	0.4880679	0.2747533	0.3508362	0.5186711	0.2857256	0.4164706	0.5423046	0.5646069	0.6470857	0.5675069	0.4350258	0.7509042	0.7304883	0.3166644	0.4609036	0.3609642	0.2356882	0.3483646	0.4568703	0.2747158	0.0898790	0.0502356	0.6218093	0.6127332	0.6879938	0.3532107	0.0108443	0.2776754	0.6817313	0.6668554	0.4882628	0.7199814	0.6901177	0.4075117	0.5078527	0.5137290	0.5813786	0.6892603	0.6617160	0.6235391	0.0338830	0.6920823	0.6304540	0.7116616	0.4911108	0.3334567	0.6927719	0.2279542	0.7042023	0.2345809	0.0742971	0.1938316	0.4158153	0.5351704	0.1737883	0.0683681	0.0032380	0.1514128	0.4745054	0.1948923	0.5171188	0.4862219	0.3426517	0.3101388	0.1633935	0.5977209	0.6847173	0.7760028	0.6387858	0.3468222	0.4053721	0.5713473	0.2218132	0.1582059	0.3182443	0.0035102	0.4156882	0.6034866	0.4428881	0.2143219	0.0013832	0.7548383	0.1566945	0.2160113	0.6604894	0.2770753	0.1840977	0.6063412	0.1019012	0.4535788	0.3139340	0.2694346	0.2013232	0.2105635	0.0052468	0.0540256	0.0911979	0.0219970	0.3577062	0.0036005	0.1975241	0.2129963	0.3299218	0.0004152	0.2977819	0.2738901	0.1786529	0.4790748	0.3777870	0.3124957	0.1906724	0.1700516	0.6933813	0.1312599	0.0597328	0.1834577	0.1552164	0.1055022	0.2262453	0.1704295	0.6591204	0.0045748	0.1163743	0.6685355	0.6589449	0.0061215	0.2762453	0.4870412	0.4950054	0.2016605	0.0876897	0.2325301	0.1984161	0.0331355	0.4455594	0.0456607	0.0447212	0.4182841	0.0403840	0.0113746	0.1312068	0.0185824	0.4915535	0.8303552	0.7375515	0.5427355	0.2324221	0.1967503	0.0526756	0.5906886	0.1226715	0.6534106	0.0036962	0.0434947	0.2357084
0.5062687	0.5802272	0.3317638	0.2329478	0.5561790	0.0030308	0.6667103	0.5152176	0.2687730	0.3841275	0.7118608	0.4674676	0.2456774	0.4664513	0.5772247	0.0402044	0.3733818	0.5340040	0.1578954	0.3269450	0.7036668	0.4346277	0.0108054	0.7296348	0.3941245	0.6029215	0.5262213	0.1663836	0.0130665	0.4464451	0.7258280	0.3791035	0.4182157	0.3906745	0.4542070	0.1250359	0.6506663	0.3399815	0.3302932	0.5724690	0.2284662	0.2930239	0.5768002	0.3390439	0.4293890	0.4279517	0.0140084	0.3564585	0.5006808	0.2919686	0.2883474	0.2029053	0.5974586	0.6809912	0.4053732	0.3189742	0.7052467	0.7130068	0.2902837	0.6429232	0.5545160	0.3399505	0.3184338	0.3335811	0.6113048	0.0947125	0.1137459	0.6080046	0.5950120	0.5555815	0.3820842	0.0085390	0.7880397	0.7314852	0.5341997	0.7233385	0.6841154	0.6029592	0.4590413	0.3186255	0.6881534	0.6315733	0.6290099	0.2359806	0.6030002	0.0593469	0.7265574	0.8011882	0.8361793	0.4042431	0.4294834	0.4378833	0.4462284	0.6067017	0.3329294	0.1076178	0.0989736	0.2886217	0.6729900	0.3515930	0.1348645	0.1467009	0.0003517	0.6297478	0.2504713	0.6286905	0.6467568	0.5681530	0.1614854	0.3380866	0.5601654	0.6050262	0.7129295	0.5463927	0.1317191	0.5891540	0.4858237	0.3194050	0.0408611	0.3250910	0.5766327	0.4007254	0.4578109	0.2862269	0.2392602	0.0000938	0.7389975	0.2249790	0.2164452	0.4639291	0.1998666	0.0353710	0.6902463	0.2113795	0.6362175	0.7549823	0.4172033	0.3366750	0.1851122	0.2115255	0.0126503	0.0857027	0.2778908	0.4626905	0.0827965	0.0039592	0.3197436	0.0905696	0.2994408	0.1543920	0.5265917	0.1358819	0.1224792	0.6531890	0.0196260	0.0068562	0.2103518	0.4787318	0.1118076	0.4077754	0.4803385	0.2637941	0.2987009	0.3424396	0.1564974	0.5153300	0.0007823	0.1089548	0.5093983	0.6089062	0.0296756	0.5710460	0.3188018	0.4037384	0.4720424	0.0891421	0.0558517	0.2506395	0.0964793	0.1687564	0.1014607	0.3430848	0.3553894	0.3350337	0.0049906	0.0024213	0.0608221	0.6163948	0.6266238	0.7997925	0.3950488	0.4304762	0.2603964	0.2216181	0.2290183	0.1975313	0.3378109	0.0213409	0.0065669	0.1013948
